sample_id	canonical_gene	best_allele	percent_identity	whole_locus_query_coverage	pubmlst_allele_coverage	alignment_length_nt	gaps	mismatches	query_length_nt	allele_length_nt	query_start	query_end	allele_start	allele_end	evalue	bitscore	qc_status	failure_code
GCA_050516675.1	pstS	pstS_1	1.0	0.654320987654321	1.0	583	0	0	891	583	262	844	1	583	0.0	1052	PASS	
GCF_049262565.1	pstS	pstS_11	1.0	0.654320987654321	1.0	583	0	0	891	583	262	844	1	583	0.0	1052	PASS	
GCF_053117575.1	pstS	pstS_1	1.0	0.654320987654321	1.0	583	0	0	891	583	262	844	1	583	0.0	1052	PASS	
GCF_053117585.1	pstS	pstS_1	1.0	0.654320987654321	1.0	583	0	0	891	583	262	844	1	583	0.0	1052	PASS	
GCF_053117655.1	pstS	pstS_1	1.0	0.654320987654321	1.0	583	0	0	891	583	262	844	1	583	0.0	1052	PASS	
GCF_053117665.1	pstS	pstS_23	1.0	0.654320987654321	1.0	583	0	0	891	583	262	844	1	583	0.0	1052	PASS	
GCF_053117675.1	pstS	pstS_22	1.0	0.654320987654321	1.0	583	0	0	891	583	262	844	1	583	0.0	1052	PASS	
GCF_053117685.1	pstS	pstS_1	1.0	0.654320987654321	1.0	583	0	0	891	583	262	844	1	583	0.0	1052	PASS	
GCF_053117695.1	pstS	pstS_48	1.0	0.654320987654321	1.0	583	0	0	891	583	262	844	1	583	0.0	1052	PASS	
GCF_053117705.1	pstS	pstS_1	1.0	0.654320987654321	1.0	583	0	0	891	583	262	844	1	583	0.0	1052	PASS	
GCF_906464925.1	pstS	pstS_92	1.0	0.654320987654321	1.0	583	0	0	891	583	262	844	1	583	0.0	1052	PASS	
GCA_029011255.1	gki	gki_1	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_029011395.1	gki	gki_14	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_029011535.1	gki	gki_8	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_029011745.1	gki	gki_14	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050469755.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050471105.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050472745.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050472755.1	gki	gki_24	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050473345.1	gki	gki_1	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050473355.1	gki	gki_1	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050473905.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050474485.1	gki	gki_5	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050474495.1	gki	gki_32	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050475565.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050475575.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050476085.1	gki	gki_1	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050480515.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050481105.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050481115.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050481685.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050481695.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050482265.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050485045.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050485055.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050485625.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050485635.1	gki	gki_5	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050486705.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050486715.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050491675.1	gki	gki_22	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050491685.1	gki	gki_22	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050492125.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050492135.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050505635.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050505645.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506665.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506675.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506685.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506695.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506725.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506735.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506745.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506755.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506765.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506775.1	gki	gki_37	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506815.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506825.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506865.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506875.1	gki	gki_2	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506885.1	gki	gki_2	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506905.1	gki	gki_32	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506915.1	gki	gki_8	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506925.1	gki	gki_8	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506935.1	gki	gki_8	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506985.1	gki	gki_8	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050506995.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050507065.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050507075.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050507105.1	gki	gki_7	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050516645.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050516655.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050516665.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_050516675.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCF_049262565.1	gki	gki_1	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCF_053117575.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCF_053117585.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCF_053117655.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCF_053117665.1	gki	gki_12	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCF_053117675.1	gki	gki_22	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCF_053117685.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCF_053117695.1	gki	gki_21	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCF_053117705.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCF_906464925.1	gki	gki_3	1.0	0.4506172839506173	1.0	438	0	0	972	438	235	672	1	438	0.0	791	PASS	
GCA_029011255.1	xpt	xpt_15	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_029011395.1	xpt	xpt_9	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_029011535.1	xpt	xpt_6	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_029011745.1	xpt	xpt_9	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050469755.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050471105.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050472745.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050472755.1	xpt	xpt_17	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050473345.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050473355.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050473905.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050474485.1	xpt	xpt_4	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050474495.1	xpt	xpt_26	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050475565.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050475575.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050476085.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050480515.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050481105.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050481115.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050481685.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050481695.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050482265.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050485045.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050485055.1	xpt	xpt_7	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050485625.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050485635.1	xpt	xpt_4	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050486705.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050486715.1	xpt	xpt_7	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050491675.1	xpt	xpt_17	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050491685.1	xpt	xpt_17	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050492125.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050492135.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050505635.1	xpt	xpt_7	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050505645.1	xpt	xpt_7	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506665.1	xpt	xpt_7	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506675.1	xpt	xpt_7	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506685.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506695.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506725.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506735.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506745.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506755.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506765.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506775.1	xpt	xpt_48	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506815.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506825.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506865.1	xpt	xpt_7	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506875.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506885.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506905.1	xpt	xpt_26	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506915.1	xpt	xpt_6	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506925.1	xpt	xpt_6	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506935.1	xpt	xpt_6	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506985.1	xpt	xpt_6	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050506995.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050507065.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050507075.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050507105.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050516645.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050516655.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050516665.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_050516675.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCF_049262565.1	xpt	xpt_2	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCF_053117575.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCF_053117585.1	xpt	xpt_7	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCF_053117655.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCF_053117665.1	xpt	xpt_10	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCF_053117675.1	xpt	xpt_17	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCF_053117685.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCF_053117695.1	xpt	xpt_2	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCF_053117705.1	xpt	xpt_1	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCF_906464925.1	xpt	xpt_17	1.0	0.7835051546391752	1.0	456	0	0	582	456	76	531	1	456	0.0	823	PASS	
GCA_029011255.1	yqiL	yqiL_11	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_029011395.1	yqiL	yqiL_5	1.0	0.18068794032324906	1.0	436	0	0	2413	436	95	530	1	436	0.0	787	PASS	
GCA_029011535.1	yqiL	yqiL_1	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_029011745.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050469755.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050471105.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050472745.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050472755.1	yqiL	yqiL_15	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050473345.1	yqiL	yqiL_1	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050473355.1	yqiL	yqiL_1	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050473905.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050474485.1	yqiL	yqiL_1	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050474495.1	yqiL	yqiL_31	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050475565.1	yqiL	yqiL_3	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050475575.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050476085.1	yqiL	yqiL_1	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050480515.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050481105.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050481115.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050481685.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050481695.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050482265.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050485045.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050485055.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050485625.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050485635.1	yqiL	yqiL_1	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050486705.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050486715.1	yqiL	yqiL_6	0.99771	0.18076285240464346	1.0	436	0	1	2412	436	95	530	1	436	0.0	783	PASS	
GCA_050491675.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050491685.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050492125.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050492135.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050505635.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050505645.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506665.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506675.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506685.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506695.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506725.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506735.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506745.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506755.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506765.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506775.1	yqiL	yqiL_88	0.99771	0.18076285240464346	1.0	436	0	1	2412	436	95	530	1	436	0.0	783	PASS	
GCA_050506815.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506825.1	yqiL	yqiL_7	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506865.1	yqiL	yqiL_6	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506875.1	yqiL	yqiL_11	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506885.1	yqiL	yqiL_5	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506905.1	yqiL	yqiL_31	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506915.1	yqiL	yqiL_1	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506925.1	yqiL	yqiL_1	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506935.1	yqiL	yqiL_1	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
GCA_050506985.1	yqiL	yqiL_1	1.0	0.18076285240464346	1.0	436	0	0	2412	436	95	530	1	436	0.0	787	PASS	
