Raw_record_ID,Raw_row_in_file,Genome,Source,Gene,Method,Class,Subclass,Contig_ID,Coverage_reference_percent,Identity_reference_percent,Start,Stop,Strand
GCA_050485625.1:1,1,GCA_050485625.1,Bacteraemia,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP174857.1,100,100,4166,4957,-
GCA_050485625.1:2,2,GCA_050485625.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP174857.1,100,100,5053,5592,-
GCA_050485625.1:3,3,GCA_050485625.1,Bacteraemia,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,CP174857.1,100,100,5592,6497,-
GCA_050485625.1:4,4,GCA_050485625.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP174857.1,100,100,9759,10493,-
GCA_050485625.1:6,6,GCA_050485625.1,Bacteraemia,vanR-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP174858.1,100,100,15345,16037,+
GCA_050485625.1:7,7,GCA_050485625.1,Bacteraemia,vanS-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP174858.1,100,100,16018,17169,+
GCA_050485625.1:8,8,GCA_050485625.1,Bacteraemia,vanH-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP174858.1,100,100,17387,18352,+
GCA_050485625.1:9,9,GCA_050485625.1,Bacteraemia,vanA,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP174858.1,100,100,18348,19376,+
GCA_050485625.1:10,10,GCA_050485625.1,Bacteraemia,vanX-A,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP174858.1,100,99.5,19385,19990,+
GCA_050485625.1:11,11,GCA_050485625.1,Bacteraemia,vanY-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP174858.1,100,100,21471,22379,+
GCA_050485625.1:12,12,GCA_050485625.1,Bacteraemia,vanZ-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP174858.1,100,100,22535,23017,+
GCA_050485625.1:13,13,GCA_050485625.1,Bacteraemia,aadD1,BLASTX,AMINOGLYCOSIDE,KANAMYCIN/TOBRAMYCIN,CP174858.1,100,99.6,23640,24398,-
GCA_050485625.1:14,14,GCA_050485625.1,Bacteraemia,lsa(A),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP174859.1,100,100,75268,76761,+
GCA_050485625.1:15,15,GCA_050485625.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP174859.1,100,100,122787,123278,+
GCA_050485625.1:16,16,GCA_050485625.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP174859.1,100,100,936192,936683,+
GCA_050485625.1:17,17,GCA_050485625.1,Bacteraemia,parC_S80I,POINTX,QUINOLONE,QUINOLONE,CP174859.1,100,99.76,1124485,1126944,+
GCA_050485625.1:18,18,GCA_050485625.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP174859.1,100,100,2098746,2100182,-
GCA_050485625.1:19,19,GCA_050485625.1,Bacteraemia,gyrA_S83I,POINTX,QUINOLONE,QUINOLONE,CP174859.1,100,99.76,2738876,2741374,-
GCA_050485625.1:20,20,GCA_050485625.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP174859.1,100,100,2873604,2875520,-
GCA_050485625.1:21,21,GCA_050485625.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP174859.1,100,100,3185856,3187772,-
GCA_050485635.1:1,1,GCA_050485635.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP174854.1,100,100,16796,17530,+
GCA_050485635.1:2,2,GCA_050485635.1,Bacteraemia,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,CP174854.1,100,100,20792,21697,+
GCA_050485635.1:3,3,GCA_050485635.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP174854.1,100,100,21697,22236,+
GCA_050485635.1:4,4,GCA_050485635.1,Bacteraemia,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP174854.1,100,100,22332,23123,+
GCA_050485635.1:5,5,GCA_050485635.1,Bacteraemia,aadD1,BLASTX,AMINOGLYCOSIDE,KANAMYCIN/TOBRAMYCIN,CP174855.1,100,99.6,5913,6671,+
GCA_050485635.1:6,6,GCA_050485635.1,Bacteraemia,vanZ-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP174855.1,100,100,7294,7776,-
GCA_050485635.1:7,7,GCA_050485635.1,Bacteraemia,vanY-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP174855.1,100,100,7932,8840,-
GCA_050485635.1:8,8,GCA_050485635.1,Bacteraemia,vanX-A,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP174855.1,100,99.5,10321,10926,-
GCA_050485635.1:9,9,GCA_050485635.1,Bacteraemia,vanA,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP174855.1,100,100,10935,11963,-
GCA_050485635.1:10,10,GCA_050485635.1,Bacteraemia,vanH-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP174855.1,100,100,11959,12924,-
GCA_050485635.1:11,11,GCA_050485635.1,Bacteraemia,vanS-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP174855.1,100,100,13142,14293,-
GCA_050485635.1:12,12,GCA_050485635.1,Bacteraemia,vanR-A,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP174855.1,100,100,14274,14966,-
GCA_050485635.1:14,14,GCA_050485635.1,Bacteraemia,gyrA_S83R,POINTX,QUINOLONE,QUINOLONE,CP174856.1,100,99.76,6617,9115,+
GCA_050485635.1:15,15,GCA_050485635.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP174856.1,100,100,642911,644347,+
GCA_050485635.1:16,16,GCA_050485635.1,Bacteraemia,parC_S80I,POINTX,QUINOLONE,QUINOLONE,CP174856.1,100,99.63,1614869,1617328,-
GCA_050485635.1:18,18,GCA_050485635.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP174856.1,100,100,2614199,2614690,-
GCA_050485635.1:19,19,GCA_050485635.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP174856.1,100,99.2,2660717,2662210,-
GCA_050485635.1:20,20,GCA_050485635.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP174856.1,100,100,2825400,2827316,+
GCA_050485635.1:21,21,GCA_050485635.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP174856.1,100,100,3134868,3136784,+
GCA_050486705.1:1,1,GCA_050486705.1,Bacteraemia,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP174840.1,100,100,44731,45522,-
GCA_050486705.1:2,2,GCA_050486705.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP174840.1,100,100,45618,46157,-
GCA_050486705.1:3,3,GCA_050486705.1,Bacteraemia,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,CP174840.1,100,100,46157,47062,-
GCA_050486705.1:4,4,GCA_050486705.1,Bacteraemia,tet(L),EXACTX,TETRACYCLINE,TETRACYCLINE,CP174840.1,100,100,51275,52648,-
GCA_050486705.1:5,5,GCA_050486705.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP174840.1,100,100,53688,54422,-
GCA_050486705.1:6,6,GCA_050486705.1,Bacteraemia,catA,EXACTX,PHENICOL,CHLORAMPHENICOL,CP174840.1,100,100,57830,58474,+
GCA_050486705.1:7,7,GCA_050486705.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP174842.1,100,100,1371915,1373831,-
GCA_050486705.1:8,8,GCA_050486705.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP174842.1,100,99.6,1586790,1588283,+
GCA_050486715.1:1,1,GCA_050486715.1,Bacteraemia,dfrG,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP174839.1,100,100,124347,124841,+
GCA_050486715.1:2,2,GCA_050486715.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP174839.1,100,100,832360,834276,+
GCA_050486715.1:4,4,GCA_050486715.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP174839.1,100,99.4,2255534,2257027,-
GCA_050491675.1:1,1,GCA_050491675.1,Bacteraemia,parC_S80I,POINTX,QUINOLONE,QUINOLONE,CP175116.1,100,99.76,1402220,1404679,-
GCA_050491675.1:2,2,GCA_050491675.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175116.1,100,100,1444529,1445263,-
GCA_050491675.1:4,4,GCA_050491675.1,Bacteraemia,aph(3')-IIIa,BLASTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP175116.1,100,99.62,1450582,1451373,-
GCA_050491675.1:5,5,GCA_050491675.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP175116.1,100,100,1451469,1452008,-
GCA_050491675.1:7,7,GCA_050491675.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP175116.1,100,100,1452975,1454411,-
GCA_050491675.1:8,8,GCA_050491675.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175116.1,100,100,1455241,1455975,-
GCA_050491675.1:9,9,GCA_050491675.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175116.1,100,99.6,2229809,2231302,-
GCA_050491675.1:10,10,GCA_050491675.1,Bacteraemia,dfrG,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175116.1,100,100,2249166,2249660,+
GCA_050491675.1:11,11,GCA_050491675.1,Bacteraemia,tet(L),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175116.1,100,100,2760213,2761586,-
GCA_050491675.1:12,12,GCA_050491675.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175116.1,100,100,2761783,2763699,-
GCA_050491685.1:1,1,GCA_050491685.1,Bacteraemia,parC_S80I,POINTX,QUINOLONE,QUINOLONE,CP175113.1,100,99.76,1402220,1404679,-
GCA_050491685.1:2,2,GCA_050491685.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175113.1,100,100,1444529,1445263,-
GCA_050491685.1:4,4,GCA_050491685.1,Bacteraemia,aph(3')-IIIa,BLASTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP175113.1,100,99.62,1450582,1451373,-
GCA_050491685.1:5,5,GCA_050491685.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP175113.1,100,100,1451469,1452008,-
GCA_050491685.1:7,7,GCA_050491685.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP175113.1,100,100,1452975,1454411,-
GCA_050491685.1:8,8,GCA_050491685.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175113.1,100,100,1455241,1455975,-
GCA_050491685.1:9,9,GCA_050491685.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175113.1,100,99.6,2229809,2231302,-
GCA_050491685.1:10,10,GCA_050491685.1,Bacteraemia,dfrG,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175113.1,100,100,2249166,2249660,+
GCA_050491685.1:11,11,GCA_050491685.1,Bacteraemia,tet(L),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175113.1,100,100,2760213,2761586,-
GCA_050491685.1:12,12,GCA_050491685.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175113.1,100,100,2761783,2763699,-
GCA_050492125.1:1,1,GCA_050492125.1,Bacteraemia,gyrA_S83I,POINTX,QUINOLONE,QUINOLONE,CP175110.1,100,99.76,6616,9114,+
GCA_050492125.1:2,2,GCA_050492125.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP175110.1,100,100,488998,490434,+
GCA_050492125.1:3,3,GCA_050492125.1,Bacteraemia,parC_S80I,POINTX,QUINOLONE,QUINOLONE,CP175110.1,100,99.76,1459024,1461483,-
GCA_050492125.1:4,4,GCA_050492125.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175110.1,100,100,1649274,1649765,-
GCA_050492125.1:5,5,GCA_050492125.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175110.1,100,100,2321425,2321916,-
GCA_050492125.1:6,6,GCA_050492125.1,Bacteraemia,lsa(A),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175110.1,100,100,2368011,2369504,-
GCA_050492125.1:7,7,GCA_050492125.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175110.1,100,100,2533744,2535660,+
GCA_050492125.1:8,8,GCA_050492125.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175110.1,100,100,2845995,2847911,+
GCA_050492125.1:9,9,GCA_050492125.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175112.1,100,100,83405,84139,+
GCA_050492125.1:10,10,GCA_050492125.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175112.1,100,100,112161,112895,+
GCA_050492125.1:11,11,GCA_050492125.1,Bacteraemia,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,CP175112.1,100,100,116157,117062,+
GCA_050492125.1:12,12,GCA_050492125.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP175112.1,100,100,117062,117601,+
GCA_050492125.1:13,13,GCA_050492125.1,Bacteraemia,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP175112.1,100,100,117697,118488,+
GCA_050492135.1:1,1,GCA_050492135.1,Bacteraemia,gyrA_S83I,POINTX,QUINOLONE,QUINOLONE,CP175106.1,100,99.76,6616,9114,+
GCA_050492135.1:2,2,GCA_050492135.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP175106.1,100,100,488998,490434,+
GCA_050492135.1:3,3,GCA_050492135.1,Bacteraemia,parC_S80I,POINTX,QUINOLONE,QUINOLONE,CP175106.1,100,99.76,1493626,1496085,-
GCA_050492135.1:4,4,GCA_050492135.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175106.1,100,100,1683876,1684367,-
GCA_050492135.1:5,5,GCA_050492135.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175106.1,100,100,2356027,2356518,-
GCA_050492135.1:6,6,GCA_050492135.1,Bacteraemia,lsa(A),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175106.1,100,100,2402613,2404106,-
GCA_050492135.1:7,7,GCA_050492135.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175106.1,100,100,2568346,2570262,+
GCA_050492135.1:8,8,GCA_050492135.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175106.1,100,100,2880597,2882513,+
GCA_050492135.1:9,9,GCA_050492135.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175108.1,100,100,76695,77429,+
GCA_050492135.1:10,10,GCA_050492135.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175109.1,100,100,18970,19704,+
GCA_050492135.1:11,11,GCA_050492135.1,Bacteraemia,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,CP175109.1,100,100,22966,23871,+
GCA_050492135.1:12,12,GCA_050492135.1,Bacteraemia,sat4,EXACTX,STREPTOTHRICIN,STREPTOTHRICIN,CP175109.1,100,100,23871,24410,+
GCA_050492135.1:13,13,GCA_050492135.1,Bacteraemia,aph(3')-IIIa,EXACTX,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,CP175109.1,100,100,24506,25297,+
GCA_050505635.1:1,1,GCA_050505635.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175162.1,100,99.4,105310,106803,+
GCA_050505635.1:3,3,GCA_050505635.1,Bacteraemia,spw,EXACTX,AMINOGLYCOSIDE,AMINOGLYCOSIDE,CP175162.1,100,100,892785,893591,+
GCA_050505635.1:4,4,GCA_050505635.1,Bacteraemia,lsa(E),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175162.1,100,100,895661,897142,+
GCA_050505635.1:5,5,GCA_050505635.1,Bacteraemia,lnu(B),EXACTX,LINCOSAMIDE,LINCOSAMIDE,CP175162.1,100,100,897199,897999,+
GCA_050505635.1:6,6,GCA_050505635.1,Bacteraemia,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,CP175162.1,100,100,901886,902746,+
GCA_050505635.1:7,7,GCA_050505635.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175162.1,100,100,907076,907810,+
GCA_050505635.1:8,8,GCA_050505635.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175162.1,100,100,1555055,1556971,-
GCA_050505635.1:9,9,GCA_050505635.1,Bacteraemia,dfrG,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175162.1,100,100,2549783,2550277,+
GCA_050505645.1:1,1,GCA_050505645.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175163.1,100,100,556567,557301,-
GCA_050505645.1:2,2,GCA_050505645.1,Bacteraemia,ant(6)-Ia,EXACTX,AMINOGLYCOSIDE,STREPTOMYCIN,CP175163.1,100,100,561631,562491,-
GCA_050505645.1:3,3,GCA_050505645.1,Bacteraemia,lnu(B),EXACTX,LINCOSAMIDE,LINCOSAMIDE,CP175163.1,100,100,566378,567178,-
GCA_050505645.1:4,4,GCA_050505645.1,Bacteraemia,lsa(E),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175163.1,100,100,567235,568716,-
GCA_050505645.1:5,5,GCA_050505645.1,Bacteraemia,spw,EXACTX,AMINOGLYCOSIDE,AMINOGLYCOSIDE,CP175163.1,100,100,570786,571592,-
GCA_050505645.1:7,7,GCA_050505645.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175163.1,100,99.4,1357574,1359067,-
GCA_050505645.1:8,8,GCA_050505645.1,Bacteraemia,dfrG,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175163.1,100,100,1787627,1788121,-
GCA_050505645.1:9,9,GCA_050505645.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175163.1,100,100,2780932,2782848,+
GCA_050506665.1:1,1,GCA_050506665.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175301.1,100,100,873066,874982,+
GCA_050506665.1:2,2,GCA_050506665.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175301.1,100,100,1522673,1523407,-
GCA_050506665.1:3,3,GCA_050506665.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175301.1,100,99.4,2356405,2357898,-
GCA_050506665.1:4,4,GCA_050506665.1,Bacteraemia,dfrG,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175301.1,100,100,2786471,2786965,-
GCA_050506675.1:1,1,GCA_050506675.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175300.1,100,100,873066,874982,+
GCA_050506675.1:2,2,GCA_050506675.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175300.1,100,100,1522673,1523407,-
GCA_050506675.1:3,3,GCA_050506675.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175300.1,100,99.4,2356405,2357898,-
GCA_050506675.1:4,4,GCA_050506675.1,Bacteraemia,dfrG,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175300.1,100,100,2786471,2786965,-
GCA_050506685.1:1,1,GCA_050506685.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175298.1,100,100,561469,563385,-
GCA_050506685.1:2,2,GCA_050506685.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175298.1,100,100,903311,905227,+
GCA_050506685.1:3,3,GCA_050506685.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175298.1,100,100,1290144,1290878,+
GCA_050506685.1:4,4,GCA_050506685.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175298.1,100,100,1322923,1324839,+
GCA_050506685.1:5,5,GCA_050506685.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175298.1,100,100,1895647,1897563,+
GCA_050506685.1:6,6,GCA_050506685.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175298.1,100,99,2500527,2502020,-
GCA_050506685.1:7,7,GCA_050506685.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175298.1,100,100,2935913,2937829,+
GCA_050506695.1:1,1,GCA_050506695.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175296.1,100,100,561469,563385,-
GCA_050506695.1:2,2,GCA_050506695.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175296.1,100,100,903311,905227,+
GCA_050506695.1:3,3,GCA_050506695.1,Bacteraemia,erm(B),EXACTX,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B,CP175296.1,100,100,1290144,1290878,+
GCA_050506695.1:5,5,GCA_050506695.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175296.1,100,100,1895645,1897561,+
GCA_050506695.1:6,6,GCA_050506695.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175296.1,100,99,2500525,2502018,-
GCA_050506695.1:7,7,GCA_050506695.1,Bacteraemia,tet(M),EXACTX,TETRACYCLINE,TETRACYCLINE,CP175296.1,100,100,2935911,2937827,+
GCA_050506725.1:1,1,GCA_050506725.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175283.1,100,99.6,2162561,2164054,-
GCA_050506735.1:1,1,GCA_050506735.1,Bacteraemia,lsa(A),BLASTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175280.1,100,99.6,2162561,2164054,-
GCA_050506745.1:1,1,GCA_050506745.1,Bacteraemia,lsa(A),EXACTX,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,CP175276.1,100,100,133505,134998,+
GCA_050506745.1:2,2,GCA_050506745.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175276.1,100,100,181093,181584,+
GCA_050506745.1:3,3,GCA_050506745.1,Bacteraemia,dfrF,EXACTX,TRIMETHOPRIM,TRIMETHOPRIM,CP175276.1,100,100,854520,855011,+
GCA_050506745.1:4,4,GCA_050506745.1,Bacteraemia,parC_S80I,POINTX,QUINOLONE,QUINOLONE,CP175276.1,100,99.76,1042802,1045261,+
GCA_050506745.1:5,5,GCA_050506745.1,Bacteraemia,aac(6')-Ie/aph(2'')-Ia,EXACTX,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,CP175276.1,100,100,2013852,2015288,-
GCA_050506745.1:6,6,GCA_050506745.1,Bacteraemia,vanX-B,EXACTX,GLYCOPEPTIDE,VANCOMYCIN,CP175276.1,100,100,2120965,2121570,-
GCA_050506745.1:7,7,GCA_050506745.1,Bacteraemia,vanB,BLASTX,GLYCOPEPTIDE,VANCOMYCIN,CP175276.1,100,99.42,2121579,2122604,-
