sample_id	canonical_gene	selected_feature_id	reviewer	review_date	rationale
GCA_050506995.1	gyd	bacteraemia__GCA_050506995.1_01515	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCA_050506995.1	pstS	bacteraemia__GCA_050506995.1_01298	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCA_050507065.1	gyd	bacteraemia__GCA_050507065.1_00802	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCA_050507065.1	pstS	bacteraemia__GCA_050507065.1_00585	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCA_050507075.1	gyd	bacteraemia__GCA_050507075.1_01963	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCA_050507075.1	pstS	bacteraemia__GCA_050507075.1_01647	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCA_050507105.1	gyd	bacteraemia__GCA_050507105.1_02022	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCA_050507105.1	pstS	bacteraemia__GCA_050507105.1_01706	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCA_050516645.1	gyd	bacteraemia__GCA_050516645.1_01478	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCA_050516645.1	pstS	bacteraemia__GCA_050516645.1_01282	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCA_050516655.1	gyd	bacteraemia__GCA_050516655.1_00036	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCA_050516655.1	pstS	bacteraemia__GCA_050516655.1_00232	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCA_050516665.1	gyd	bacteraemia__GCA_050516665.1_01788	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCA_050516665.1	pstS	bacteraemia__GCA_050516665.1_01570	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCA_050516675.1	gyd	bacteraemia__GCA_050516675.1_01783	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCA_050516675.1	pstS	bacteraemia__GCA_050516675.1_01566	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCF_049262565.1	gyd	reproductive__GCF_049262565.1_01776	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCF_049262565.1	pstS	reproductive__GCF_049262565.1_01556	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCF_053117575.1	gyd	reproductive__GCF_053117575.1_01795	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCF_053117575.1	pstS	reproductive__GCF_053117575.1_01578	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCF_053117585.1	gyd	reproductive__GCF_053117585.1_01758	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCF_053117585.1	pstS	reproductive__GCF_053117585.1_01582	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCF_053117655.1	gyd	reproductive__GCF_053117655.1_01716	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCF_053117655.1	pstS	reproductive__GCF_053117655.1_01535	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCF_053117665.1	gyd	reproductive__GCF_053117665.1_01246	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCF_053117665.1	pstS	reproductive__GCF_053117665.1_01889	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCF_053117675.1	gyd	reproductive__GCF_053117675.1_01845	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCF_053117675.1	pstS	reproductive__GCF_053117675.1_01677	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCF_053117685.1	gyd	reproductive__GCF_053117685.1_01224	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCF_053117685.1	pstS	reproductive__GCF_053117685.1_01442	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCF_053117695.1	gyd	reproductive__GCF_053117695.1_01308	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCF_053117695.1	pstS	reproductive__GCF_053117695.1_01480	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCF_053117705.1	gyd	reproductive__GCF_053117705.1_01809	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCF_053117705.1	pstS	reproductive__GCF_053117705.1_01591	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
GCF_906464925.1	gyd	reproductive__GCF_906464925.1_01692	OpenAI Codex-assisted review	2026-08-06	Selected the 1002-nt GAPDH CDS: both pinned E. faecalis MLST gyd primers match this paralog; the alternative 1011-nt GAPDH CDS has neither primer match.
GCF_906464925.1	pstS	reproductive__GCF_906464925.1_01506	OpenAI Codex-assisted review	2026-08-06	Selected the 891-nt PstS1 CDS supported by the pinned E. faecalis MLST pstS primer target and the consistent 891-nt ortholog across all 72 genomes; rejected the unsupported 855-nt paralog.
