Genome,Source,Target_gene,Detection_status,Status_reason,Database_gene_symbol,Reference_accession,Contig_ID,Start,Stop,Strand,Identity,Coverage,Candidate_locus_count
GCA_050476085.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050480515.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174930.1,54002,56026,+,93.2238198697854,100.0,1
GCA_050480515.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174930.1,897237,898163,+,99.569,100.0,2
GCA_050480515.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174930.1,40990,44454,+,99.509,100.0,1
GCA_050480515.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174930.1,44458,45888,+,99.371,100.0,1
GCA_050480515.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174930.1,45885,47768,+,99.045,100.0,1
GCA_050480515.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP174929.1,41089,44979,+,99.1,100.0,1
GCA_050480515.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174930.1,718099,719631,-,98.761,100.0,1
GCA_050480515.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174930.1,717196,718050,-,98.83,100.0,1
GCA_050480515.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP174930.1,2435190,2440313,+,96.06919027736355,100.0,1
GCA_050480515.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050481105.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174928.1,1892085,1894109,-,93.22381986978539,100.0,1
GCA_050481105.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174928.1,1049948,1050874,-,99.569,100.0,2
GCA_050481105.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174928.1,1903657,1907121,-,99.509,100.0,1
GCA_050481105.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174928.1,1902223,1903653,-,99.371,100.0,1
GCA_050481105.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174928.1,1900343,1902226,-,99.045,100.0,1
GCA_050481105.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP174926.1,41089,44979,+,99.1,100.0,1
GCA_050481105.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174928.1,1228480,1230012,+,98.761,100.0,1
GCA_050481105.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174928.1,1230061,1230915,+,98.83,100.0,1
GCA_050481105.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP174928.1,2481924,2487047,-,96.06919027736355,100.0,1
GCA_050481105.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050481115.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174925.1,1001033,1003057,+,93.2238198697854,100.0,1
GCA_050481115.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174925.1,1844264,1845190,+,99.569,100.0,2
GCA_050481115.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174925.1,988021,991485,+,99.509,100.0,1
GCA_050481115.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174925.1,991489,992919,+,99.371,100.0,1
GCA_050481115.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174925.1,992916,994799,+,99.045,100.0,1
GCA_050481115.1,Bacteraemia,asa1_or_validated_equivalent,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050481115.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174925.1,1665130,1666662,-,98.761,100.0,1
GCA_050481115.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174925.1,1664227,1665081,-,98.83,100.0,1
GCA_050481115.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP174925.1,423459,428582,+,96.218061895089,100.0,1
GCA_050481115.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050481685.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174922.1,1001033,1003057,+,93.2238198697854,100.0,1
GCA_050481685.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174922.1,1844267,1845193,+,99.569,100.0,2
GCA_050481685.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174922.1,988021,991485,+,99.509,100.0,1
GCA_050481685.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174922.1,991489,992919,+,99.371,100.0,1
GCA_050481685.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174922.1,992916,994799,+,99.045,100.0,1
GCA_050481685.1,Bacteraemia,asa1_or_validated_equivalent,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050481685.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174922.1,1665133,1666665,-,98.761,100.0,1
GCA_050481685.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174922.1,1664230,1665084,-,98.83,100.0,1
GCA_050481685.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP174922.1,423459,428582,+,96.218061895089,100.0,1
GCA_050481685.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050481695.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174921.1,1608040,1610064,-,94.81632541396688,100.0,1
GCA_050481695.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174921.1,663277,664203,-,99.892,100.0,2
GCA_050481695.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174921.1,1617408,1620872,-,99.913,100.0,1
GCA_050481695.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174921.1,1615974,1617404,-,100.0,100.0,1
GCA_050481695.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174921.1,1614094,1615977,-,99.682,100.0,1
GCA_050481695.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP174921.1,2202591,2206483,-,93.37354225352112,80.10794140323824,2
GCA_050481695.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174921.1,902806,904338,+,100.0,100.0,1
GCA_050481695.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174921.1,904387,905241,+,100.0,100.0,1
GCA_050481695.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050481695.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050482265.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174914.1,876518,878542,+,94.81632541396688,100.0,1
GCA_050482265.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174914.1,1822384,1823310,+,99.892,100.0,2
GCA_050482265.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174914.1,865710,869174,+,99.913,100.0,1
GCA_050482265.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174914.1,869178,870608,+,100.0,100.0,1
GCA_050482265.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174914.1,870605,872488,+,99.682,100.0,1
GCA_050482265.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP174914.1,280096,283988,+,93.37354225352112,80.10794140323824,2
GCA_050482265.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174914.1,1582246,1583778,-,100.0,100.0,1
GCA_050482265.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174914.1,1581343,1582197,-,100.0,100.0,1
GCA_050482265.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050482265.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050485045.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174869.1,1649697,1651721,-,94.81632541396688,100.0,1
GCA_050485045.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174869.1,746127,747053,-,99.892,100.0,2
GCA_050485045.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174869.1,1659065,1662529,-,99.913,100.0,1
GCA_050485045.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174869.1,1657631,1659061,-,100.0,100.0,1
GCA_050485045.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174869.1,1655751,1657634,-,99.682,100.0,1
GCA_050485045.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP174869.1,2326500,2330392,-,93.37354225352112,80.10794140323824,3
GCA_050485045.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174869.1,944462,945994,+,100.0,100.0,1
GCA_050485045.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174869.1,946043,946897,+,100.0,100.0,1
GCA_050485045.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050485045.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050485055.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174864.1,1131673,1133697,+,93.59257307415406,100.0,1
GCA_050485055.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174864.1,2032520,2033446,+,99.676,100.0,2
GCA_050485055.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174864.1,1120864,1124328,+,99.509,100.0,1
GCA_050485055.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174864.1,1124332,1125762,+,99.441,100.0,1
GCA_050485055.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174864.1,1125759,1127642,+,99.363,100.0,1
GCA_050485055.1,Bacteraemia,asa1_or_validated_equivalent,flagged_partial,Identity is >=80% but reference coverage is 50-<80%,asa1,WP_010785625,CP174860.1,1,3769,+,95.05231618610748,78.38601901824724,3
GCA_050485055.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174864.1,1836178,1837710,-,100.0,100.0,1
GCA_050485055.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174864.1,1835275,1836129,-,100.0,100.0,1
GCA_050485055.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050485055.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050485625.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174859.1,1633107,1635131,-,94.81632541396688,100.0,1
GCA_050485625.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174859.1,689687,690613,-,99.892,100.0,2
GCA_050485625.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174859.1,1642475,1645939,-,99.913,100.0,1
GCA_050485625.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174859.1,1641041,1642471,-,100.0,100.0,1
GCA_050485625.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174859.1,1639161,1641044,-,99.682,100.0,1
GCA_050485625.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP174859.1,2237238,2241130,-,93.37354225352112,80.10794140323824,1
GCA_050485625.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174859.1,927911,929443,+,100.0,100.0,1
GCA_050485625.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174859.1,929492,930346,+,100.0,100.0,1
GCA_050485625.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050485625.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050485635.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174856.1,1107573,1109597,+,93.49629949604031,100.0,1
GCA_050485635.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174856.1,2049566,2050492,+,99.676,100.0,2
GCA_050485635.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174856.1,1096765,1100229,+,99.365,100.0,1
GCA_050485635.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174856.1,1100233,1101663,+,99.371,100.0,1
GCA_050485635.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174856.1,1101660,1103543,+,99.045,100.0,1
GCA_050485635.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP174856.1,502682,506599,+,94.2665797565663,80.10794140323824,1
GCA_050485635.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174856.1,1812081,1813613,-,100.0,100.0,1
GCA_050485635.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174856.1,1811178,1812032,-,100.0,100.0,1
GCA_050485635.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050485635.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050486705.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174842.1,2888090,2890114,-,93.29633904027007,100.0,1
GCA_050486705.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174842.1,2043239,2044165,-,99.569,100.0,2
GCA_050486705.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174842.1,2930000,2933464,-,99.481,100.0,1
GCA_050486705.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174842.1,2928566,2929996,-,99.371,100.0,1
GCA_050486705.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174842.1,2926686,2928569,-,99.045,100.0,1
GCA_050486705.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP174840.1,123324,127214,+,98.047,100.0,3
GCA_050486705.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174842.1,2224459,2225991,+,98.761,100.0,1
GCA_050486705.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174842.1,2226040,2226894,+,98.83,100.0,1
GCA_050486705.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP174842.1,527194,532317,-,96.0511720250522,100.0,1
GCA_050486705.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP174840.1,26404,27642,+,99.516,100.0,1
GCA_050486715.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174839.1,978780,980663,+,93.99111649659864,100.0,1
GCA_050486715.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174839.1,1785613,1786539,+,99.676,100.0,2
GCA_050486715.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174839.1,964777,968241,+,99.538,100.0,1
GCA_050486715.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174839.1,968245,969675,+,99.441,100.0,1
GCA_050486715.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174839.1,969672,971555,+,99.363,100.0,1
GCA_050486715.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP174839.1,370683,374599,+,94.5526600448574,80.10794140323824,1
GCA_050486715.1,Bacteraemia,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050486715.1,Bacteraemia,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050486715.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050486715.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP174839.1,410766,412004,+,99.839,100.0,1
GCA_050491675.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175116.1,937885,939768,+,93.81397947295423,100.0,1
GCA_050491675.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175116.1,1774138,1775064,+,99.676,100.0,2
GCA_050491675.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175116.1,926829,930293,+,99.481,100.0,1
GCA_050491675.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175116.1,930297,931727,+,99.371,100.0,1
GCA_050491675.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175116.1,931724,933607,+,99.363,100.0,1
GCA_050491675.1,Bacteraemia,asa1_or_validated_equivalent,ambiguous_multiple_hit,Multiple distinct accepted loci require review,asa1,WP_010785625,CP175117.1,2870,6760,+,97.353,100.0,2
GCA_050491675.1,Bacteraemia,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050491675.1,Bacteraemia,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050491675.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050491675.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050491685.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175113.1,937885,939768,+,93.81397947295423,100.0,1
GCA_050491685.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175113.1,1774138,1775064,+,99.676,100.0,2
GCA_050491685.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175113.1,926829,930293,+,99.481,100.0,1
GCA_050491685.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175113.1,930297,931727,+,99.371,100.0,1
GCA_050491685.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175113.1,931724,933607,+,99.363,100.0,1
GCA_050491685.1,Bacteraemia,asa1_or_validated_equivalent,ambiguous_multiple_hit,Multiple distinct accepted loci require review,asa1,WP_010785625,CP175114.1,4136,8026,+,97.353,100.0,2
GCA_050491685.1,Bacteraemia,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050491685.1,Bacteraemia,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050491685.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050491685.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050492125.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175110.1,952720,954744,+,94.79255579553636,100.0,1
GCA_050492125.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175110.1,1852849,1853775,+,99.892,100.0,1
GCA_050492125.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175110.1,941912,945376,+,99.942,100.0,1
GCA_050492125.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175110.1,945380,946810,+,100.0,100.0,1
GCA_050492125.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175110.1,946807,948690,+,99.682,100.0,1
GCA_050492125.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175110.1,451197,455089,+,93.37354225352112,80.10794140323824,3
GCA_050492125.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175110.1,1656583,1658115,-,100.0,100.0,1
GCA_050492125.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175110.1,1655680,1656534,-,100.0,100.0,1
GCA_050492125.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0
GCA_050492125.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP175112.1,18947,20185,+,99.839,100.0,1
GCA_050492135.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175106.1,987322,989346,+,94.79255579553636,100.0,1
GCA_050492135.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175106.1,1887451,1888377,+,99.892,100.0,1
GCA_050492135.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175106.1,976514,979978,+,99.942,100.0,1
GCA_050492135.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175106.1,979982,981412,+,100.0,100.0,1
GCA_050492135.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175106.1,981409,983292,+,99.682,100.0,1
GCA_050492135.1,Bacteraemia,asa1_or_validated_equivalent,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,asa1,WP_010785625,CP175106.1,451197,455089,+,93.37354225352112,80.10794140323824,3
GCA_050492135.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP175106.1,1691185,1692717,-,100.0,100.0,1
GCA_050492135.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP175106.1,1690282,1691136,-,100.0,100.0,1
