Genome,Source,qseqid,sseqid,pident,length,qlen,qstart,qend,sstart,send,evalue,bitscore,Original_tool_output_reference,Strand
GCA_050481115.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174925.1,98.387,248,5622,2739,2986,425693,425940,4.38e-120,430,analysis/virulence_adherence/blast_72/GCA_050481115.1.tsv,+
GCA_050481115.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174925.1,95.161,248,5622,2235,2482,425945,426192,3.16e-109,394,analysis/virulence_adherence/blast_72/GCA_050481115.1.tsv,+
GCA_050481115.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174925.1,84.536,194,5622,2989,3182,427908,428101,1.7499999999999998e-55,215,analysis/virulence_adherence/blast_72/GCA_050481115.1.tsv,+
GCA_050481115.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174925.1,84.021,194,5622,4948,5141,426195,426388,7.44e-54,211,analysis/virulence_adherence/blast_72/GCA_050481115.1.tsv,+
GCA_050481115.1,Bacteraemia,VFG002191|WP_002369252|sprE|sprE,CP174925.1,98.83,855,855,1,855,1665081,1664227,0.0,1498,analysis/virulence_adherence/blast_72/GCA_050481115.1.tsv,-
GCA_050481115.1,Bacteraemia,VFG042976|WP_154081516|ebpA|ebpA,CP174925.1,99.509,3465,3465,1,3465,988021,991485,0.0,6173,analysis/virulence_adherence/blast_72/GCA_050481115.1.tsv,+
GCA_050481115.1,Bacteraemia,VFG042977|WP_002379309|ebpB|ebpB,CP174925.1,99.371,1431,1431,1,1431,991489,992919,0.0,2541,analysis/virulence_adherence/blast_72/GCA_050481115.1.tsv,+
GCA_050481115.1,Bacteraemia,VFG042978|WP_011109477|ebpC|ebpC,CP174925.1,99.045,1884,1878,1,1878,992916,994799,0.0,3318,analysis/virulence_adherence/blast_72/GCA_050481115.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP174922.1,99.569,927,927,1,927,1844267,1845193,0.0,1654,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP174922.1,68.237,828,927,81,890,474702,475511,5.1e-72,269,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174922.1,96.938,2025,2025,1,2025,1001033,1003057,0.0,3373,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174922.1,91.841,478,2025,1104,1581,1002277,1002754,0.0,687,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174922.1,90.361,498,2025,1225,1722,1002116,1002613,0.0,682,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174922.1,89.636,357,2025,1366,1722,1002116,1002472,1.2e-134,478,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174922.1,88.235,357,2025,1084,1440,1002398,1002754,3.9399999999999996e-128,455,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174922.1,87.963,216,2025,1507,1722,1002116,1002331,2.66e-73,273,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174922.1,87.5,216,2025,1084,1299,1002539,1002754,1.13e-71,269,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002174|WP_002369251|gelE|gelE,CP174922.1,98.761,1533,1533,1,1533,1666665,1665133,0.0,2680,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,-
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,99.305,2734,5622,1,2734,423459,426192,0.0,4846,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,98.091,2253,5622,3370,5622,426330,428582,0.0,3870,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,98.343,2233,5622,2487,4719,425693,427925,0.0,3861,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,96.222,1350,5622,3616,4965,426330,427679,0.0,2205,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,95.778,1350,5622,3124,4473,426576,427925,0.0,2178,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,95.29,1104,5622,3862,4965,426330,427433,0.0,1757,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,95.199,1104,5622,3124,4227,426822,427925,0.0,1753,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,94.576,885,5622,3124,4008,427068,427946,0.0,1381,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,94.755,858,5622,4108,4965,426330,427187,0.0,1345,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,93.114,639,5622,4354,4986,426330,426968,0.0,956,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,93.791,612,5622,3124,3735,427314,427925,0.0,933,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,90.71,366,5622,4600,4965,426330,426695,1.99e-143,508,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,90.437,366,5622,3124,3489,427560,427925,8.46e-142,503,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,98.387,248,5622,2739,2986,425693,425940,4.38e-120,430,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,95.161,248,5622,2235,2482,425945,426192,3.16e-109,394,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,84.536,194,5622,2989,3182,427908,428101,1.7499999999999998e-55,215,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002179|AAD09858|esp|esp,CP174922.1,84.021,194,5622,4948,5141,426195,426388,7.44e-54,211,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG002191|WP_002369252|sprE|sprE,CP174922.1,98.83,855,855,1,855,1665084,1664230,0.0,1498,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,-
GCA_050481685.1,Bacteraemia,VFG042976|WP_154081516|ebpA|ebpA,CP174922.1,99.509,3465,3465,1,3465,988021,991485,0.0,6173,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG042977|WP_002379309|ebpB|ebpB,CP174922.1,99.371,1431,1431,1,1431,991489,992919,0.0,2541,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481685.1,Bacteraemia,VFG042978|WP_011109477|ebpC|ebpC,CP174922.1,99.045,1884,1878,1,1878,992916,994799,0.0,3318,analysis/virulence_adherence/blast_72/GCA_050481685.1.tsv,+
GCA_050481695.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP174921.1,94.469,3923,3918,2,3918,2206483,2202591,0.0,6107,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP174920.1,89.569,3940,3918,1,3918,39641,35724,0.0,5239,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP174921.1,99.892,927,927,1,927,664203,663277,0.0,1668,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP174921.1,68.237,828,927,81,890,2124873,2124064,5.59e-72,269,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174921.1,100.0,2025,2025,1,2025,1610064,1608040,0.0,3653,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174921.1,90.361,498,2025,1084,1581,1608840,1608343,0.0,682,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174921.1,90.361,498,2025,1225,1722,1608981,1608484,0.0,682,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174921.1,89.916,357,2025,1084,1440,1608699,1608343,3.1e-136,482,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174921.1,89.916,357,2025,1366,1722,1608981,1608625,3.1e-136,482,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174921.1,88.889,216,2025,1084,1299,1608558,1608343,5.62e-76,282,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174921.1,88.889,216,2025,1507,1722,1608981,1608766,5.62e-76,282,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP174920.1,95.077,3900,3918,1,3900,39641,35742,0.0,6168,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP174921.1,89.105,3864,3918,2,3855,2206483,2202660,0.0,5071,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP174921.1,94.67,3921,3918,1,3918,2206484,2202591,0.0,6143,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP174920.1,89.564,3852,3918,2,3834,39640,35802,0.0,5123,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174921.1,95.984,2291,3891,1603,3891,2204879,2202591,0.0,3712,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174921.1,86.194,833,3891,2,829,2206483,2205680,0.0,993,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174920.1,95.283,2205,3891,1603,3807,38006,35802,0.0,3508,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174920.1,94.081,794,3891,1,794,39641,38848,0.0,1221,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG002174|WP_002369251|gelE|gelE,CP174921.1,100.0,1533,1533,1,1533,902806,904338,0.0,2765,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,+
GCA_050481695.1,Bacteraemia,VFG002191|WP_002369252|sprE|sprE,CP174921.1,100.0,855,855,1,855,904387,905241,0.0,1543,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,+
GCA_050481695.1,Bacteraemia,VFG042976|WP_154081516|ebpA|ebpA,CP174921.1,99.913,3465,3465,1,3465,1620872,1617408,0.0,6236,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG042977|WP_002379309|ebpB|ebpB,CP174921.1,100.0,1431,1431,1,1431,1617404,1615974,0.0,2581,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050481695.1,Bacteraemia,VFG042978|WP_011109477|ebpC|ebpC,CP174921.1,99.682,1884,1878,1,1878,1615977,1614094,0.0,3372,analysis/virulence_adherence/blast_72/GCA_050481695.1.tsv,-
GCA_050482265.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP174914.1,94.469,3923,3918,2,3918,280096,283988,0.0,6107,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP174915.1,89.569,3940,3918,1,3918,13147,17064,0.0,5239,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP174914.1,99.892,927,927,1,927,1822384,1823310,0.0,1668,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP174914.1,68.237,828,927,81,890,361706,362515,5.59e-72,269,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174914.1,100.0,2025,2025,1,2025,876518,878542,0.0,3653,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174914.1,90.361,498,2025,1225,1722,877601,878098,0.0,682,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174914.1,90.361,498,2025,1084,1581,877742,878239,0.0,682,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174914.1,89.916,357,2025,1366,1722,877601,877957,3.1e-136,482,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174914.1,89.916,357,2025,1084,1440,877883,878239,3.1e-136,482,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174914.1,88.889,216,2025,1507,1722,877601,877816,5.62e-76,282,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174914.1,88.889,216,2025,1084,1299,878024,878239,5.62e-76,282,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP174915.1,95.077,3900,3918,1,3900,13147,17046,0.0,6168,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP174914.1,89.105,3864,3918,2,3855,280096,283919,0.0,5071,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP174914.1,94.67,3921,3918,1,3918,280095,283988,0.0,6143,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP174915.1,89.564,3852,3918,2,3834,13148,16986,0.0,5123,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174914.1,95.984,2291,3891,1603,3891,281700,283988,0.0,3712,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174914.1,86.194,833,3891,2,829,280096,280899,0.0,993,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174915.1,95.283,2205,3891,1603,3807,14782,16986,0.0,3508,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174915.1,94.081,794,3891,1,794,13147,13940,0.0,1221,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG002174|WP_002369251|gelE|gelE,CP174914.1,100.0,1533,1533,1,1533,1583778,1582246,0.0,2765,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,-
GCA_050482265.1,Bacteraemia,VFG002191|WP_002369252|sprE|sprE,CP174914.1,100.0,855,855,1,855,1582197,1581343,0.0,1543,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,-
GCA_050482265.1,Bacteraemia,VFG042976|WP_154081516|ebpA|ebpA,CP174914.1,99.913,3465,3465,1,3465,865710,869174,0.0,6236,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG042977|WP_002379309|ebpB|ebpB,CP174914.1,100.0,1431,1431,1,1431,869178,870608,0.0,2581,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050482265.1,Bacteraemia,VFG042978|WP_011109477|ebpC|ebpC,CP174914.1,99.682,1884,1878,1,1878,870605,872488,0.0,3372,analysis/virulence_adherence/blast_72/GCA_050482265.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP174865.1,94.857,3928,3918,1,3918,643,4569,0.0,6170,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP174869.1,94.469,3923,3918,2,3918,2330392,2326500,0.0,6107,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP174868.1,89.492,3940,3918,1,3918,16723,20640,0.0,5225,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP174869.1,99.892,927,927,1,927,747053,746127,0.0,1668,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP174869.1,68.237,828,927,81,890,2248782,2247973,5.78e-72,269,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174869.1,100.0,2025,2025,1,2025,1651721,1649697,0.0,3653,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174869.1,90.361,498,2025,1084,1581,1650497,1650000,0.0,682,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174869.1,90.361,498,2025,1225,1722,1650638,1650141,0.0,682,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174869.1,89.916,357,2025,1084,1440,1650356,1650000,3.21e-136,482,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174869.1,89.916,357,2025,1366,1722,1650638,1650282,3.21e-136,482,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174869.1,88.889,216,2025,1084,1299,1650215,1650000,5.81e-76,282,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174869.1,88.889,216,2025,1507,1722,1650638,1650423,5.81e-76,282,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP174868.1,95.697,3904,3918,1,3900,16723,20622,0.0,6277,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP174865.1,89.184,3883,3918,1,3855,643,4500,0.0,5085,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP174869.1,89.105,3864,3918,2,3855,2330392,2326569,0.0,5071,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP174865.1,95.34,3927,3918,2,3918,644,4569,0.0,6254,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP174869.1,94.67,3921,3918,1,3918,2330393,2326500,0.0,6143,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP174868.1,89.67,3853,3918,2,3834,16724,20562,0.0,5136,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174869.1,95.984,2291,3891,1603,3891,2328788,2326500,0.0,3712,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174869.1,86.194,833,3891,2,829,2330392,2329589,0.0,993,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174865.1,95.217,2300,3891,1603,3891,2272,4569,0.0,3651,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174865.1,91.436,794,3891,1,794,643,1436,0.0,1126,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174868.1,95.428,2209,3891,1603,3807,18358,20562,0.0,3523,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP174868.1,91.688,794,3891,1,794,16723,17516,0.0,1135,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG002174|WP_002369251|gelE|gelE,CP174869.1,100.0,1533,1533,1,1533,944462,945994,0.0,2765,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG002191|WP_002369252|sprE|sprE,CP174869.1,100.0,855,855,1,855,946043,946897,0.0,1543,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,+
GCA_050485045.1,Bacteraemia,VFG042976|WP_154081516|ebpA|ebpA,CP174869.1,99.913,3465,3465,1,3465,1662529,1659065,0.0,6236,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG042977|WP_002379309|ebpB|ebpB,CP174869.1,100.0,1431,1431,1,1431,1659061,1657631,0.0,2581,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485045.1,Bacteraemia,VFG042978|WP_011109477|ebpC|ebpC,CP174869.1,99.682,1884,1878,1,1878,1657634,1655751,0.0,3372,analysis/virulence_adherence/blast_72/GCA_050485045.1.tsv,-
GCA_050485055.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP174864.1,96.643,3694,3918,225,3918,456377,460069,0.0,6100,analysis/virulence_adherence/blast_72/GCA_050485055.1.tsv,+
GCA_050485055.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP174861.1,90.838,3940,3918,1,3918,37846,41763,0.0,5464,analysis/virulence_adherence/blast_72/GCA_050485055.1.tsv,+
GCA_050485055.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP174860.1,95.944,2219,3918,1700,3918,1552,3769,0.0,3593,analysis/virulence_adherence/blast_72/GCA_050485055.1.tsv,+
GCA_050485055.1,Bacteraemia,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP174860.1,95.548,1550,3918,1,1550,1,1550,0.0,2485,analysis/virulence_adherence/blast_72/GCA_050485055.1.tsv,+
GCA_050485055.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP174864.1,99.676,927,927,1,927,2032520,2033446,0.0,1659,analysis/virulence_adherence/blast_72/GCA_050485055.1.tsv,+
GCA_050485055.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP174864.1,68.244,803,927,106,890,537031,537815,2.97e-69,260,analysis/virulence_adherence/blast_72/GCA_050485055.1.tsv,+
GCA_050485055.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174864.1,97.136,2025,2025,1,2025,1131673,1133697,0.0,3391,analysis/virulence_adherence/blast_72/GCA_050485055.1.tsv,+
GCA_050485055.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174864.1,90.964,498,2025,1084,1581,1132897,1133394,0.0,696,analysis/virulence_adherence/blast_72/GCA_050485055.1.tsv,+
GCA_050485055.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174864.1,90.562,498,2025,1225,1722,1132756,1133253,0.0,687,analysis/virulence_adherence/blast_72/GCA_050485055.1.tsv,+
GCA_050485055.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP174864.1,90.756,357,2025,1366,1722,1132756,1133112,5.05e-140,496,analysis/virulence_adherence/blast_72/GCA_050485055.1.tsv,+
