Genome,Query_ID,Target_gene,Database_gene_symbol,Reference_accession,Reference_name,Mapping_status,Contig_ID,Locus_number_on_contig,Start,Stop,Strand,Identity,Coverage,HSP_count,Best_bitscore,Distinct_target_locus_number_on_contig,Distinct_target_locus_ID
GCA_050481105.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174928.1,2,2434956,2435765,-,68.237,87.37864077669903,1,269.0,2,CP174928.1|-|2
GCA_050481105.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP174928.1,1,1892085,1894109,-,93.22381986978539,100.0,7,3373.0,1,CP174928.1|-|1
GCA_050481105.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP174926.1,1,41089,44910,+,93.29819376244194,76.92700357325165,2,3454.0,1,CP174926.1|+|1
GCA_050481105.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP174926.1,1,41090,44979,+,93.87991316885615,79.55589586523736,2,3595.0,1,CP174926.1|+|1
GCA_050481105.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP174926.1,1,41089,44979,+,99.1,100.0,1,6860.0,1,CP174926.1|+|1
GCA_050481105.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP174928.1,1,1228480,1230012,+,98.761,100.0,1,2680.0,1,CP174928.1|+|1
GCA_050481105.1,VFG002179|AAD09858|esp|esp,esp,esp,AAD09858,Enterococcal surface protein; Esp,approved_primary,CP174928.1,1,2481924,2487047,-,96.06919027736355,100.0,17,4846.0,1,CP174928.1|-|1
GCA_050481105.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP174928.1,1,1230061,1230915,+,98.83,100.0,1,1498.0,1,CP174928.1|+|1
GCA_050481105.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP174928.1,1,1903657,1907121,-,99.509,100.0,1,6173.0,1,CP174928.1|-|1
GCA_050481105.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP174928.1,1,1902223,1903653,-,99.371,100.0,1,2541.0,1,CP174928.1|-|1
GCA_050481105.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP174928.1,1,1900343,1902226,-,99.045,100.0,1,3318.0,1,CP174928.1|-|1
GCA_050481115.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174925.1,1,474702,475511,+,68.237,87.37864077669903,1,269.0,1,CP174925.1|+|1
GCA_050481115.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174925.1,2,1844264,1845190,+,99.569,100.0,1,1654.0,2,CP174925.1|+|2
GCA_050481115.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP174925.1,1,1001033,1003057,+,93.2238198697854,100.0,7,3373.0,1,CP174925.1|+|1
GCA_050481115.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP174925.1,1,1665130,1666662,-,98.761,100.0,1,2680.0,1,CP174925.1|-|1
GCA_050481115.1,VFG002179|AAD09858|esp|esp,esp,esp,AAD09858,Enterococcal surface protein; Esp,approved_primary,CP174925.1,1,423459,428582,+,96.218061895089,100.0,17,4846.0,1,CP174925.1|+|1
GCA_050481115.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP174925.1,1,1664227,1665081,-,98.83,100.0,1,1498.0,1,CP174925.1|-|1
GCA_050481115.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP174925.1,1,988021,991485,+,99.509,100.0,1,6173.0,1,CP174925.1|+|1
GCA_050481115.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP174925.1,1,991489,992919,+,99.371,100.0,1,2541.0,1,CP174925.1|+|1
GCA_050481115.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP174925.1,1,992916,994799,+,99.045,100.0,1,3318.0,1,CP174925.1|+|1
GCA_050481685.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174922.1,1,474702,475511,+,68.237,87.37864077669903,1,269.0,1,CP174922.1|+|1
GCA_050481685.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174922.1,2,1844267,1845193,+,99.569,100.0,1,1654.0,2,CP174922.1|+|2
GCA_050481685.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP174922.1,1,1001033,1003057,+,93.2238198697854,100.0,7,3373.0,1,CP174922.1|+|1
GCA_050481685.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP174922.1,1,1665133,1666665,-,98.761,100.0,1,2680.0,1,CP174922.1|-|1
GCA_050481685.1,VFG002179|AAD09858|esp|esp,esp,esp,AAD09858,Enterococcal surface protein; Esp,approved_primary,CP174922.1,1,423459,428582,+,96.218061895089,100.0,17,4846.0,1,CP174922.1|+|1
GCA_050481685.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP174922.1,1,1664230,1665084,-,98.83,100.0,1,1498.0,1,CP174922.1|-|1
GCA_050481685.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP174922.1,1,988021,991485,+,99.509,100.0,1,6173.0,1,CP174922.1|+|1
GCA_050481685.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP174922.1,1,991489,992919,+,99.371,100.0,1,2541.0,1,CP174922.1|+|1
GCA_050481685.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP174922.1,1,992916,994799,+,99.045,100.0,1,3318.0,1,CP174922.1|+|1
GCA_050481695.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP174920.1,1,35724,39641,-,89.569,100.0,1,5239.0,1,CP174920.1|-|1
GCA_050481695.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP174921.1,1,2202591,2206483,-,94.469,99.97447677386421,1,6107.0,1,CP174921.1|-|1
GCA_050481695.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174921.1,1,663277,664203,-,99.892,100.0,1,1668.0,1,CP174921.1|-|1
GCA_050481695.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174921.1,2,2124064,2124873,-,68.237,87.37864077669903,1,269.0,2,CP174921.1|-|2
GCA_050481695.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP174921.1,1,1608040,1610064,-,94.81632541396688,100.0,7,3653.0,1,CP174921.1|-|1
GCA_050481695.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP174920.1,1,35742,39641,-,95.077,99.5405819295559,1,6168.0,1,CP174920.1|-|1
GCA_050481695.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP174921.1,1,2202660,2206483,-,89.105,98.36651352730985,1,5071.0,1,CP174921.1|-|1
GCA_050481695.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP174920.1,1,35802,39640,-,89.564,97.8305257784584,1,5123.0,1,CP174920.1|-|1
GCA_050481695.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP174921.1,1,2202591,2206484,-,94.67,100.0,1,6143.0,1,CP174921.1|-|1
GCA_050481695.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP174920.1,1,35802,39641,-,94.96476458819608,77.07530197892572,2,3508.0,1,CP174920.1|-|1
GCA_050481695.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP174921.1,1,2202591,2206483,-,93.37354225352112,80.10794140323824,2,3712.0,1,CP174921.1|-|1
GCA_050481695.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP174921.1,1,902806,904338,+,100.0,100.0,1,2765.0,1,CP174921.1|+|1
GCA_050481695.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP174921.1,1,904387,905241,+,100.0,100.0,1,1543.0,1,CP174921.1|+|1
GCA_050481695.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP174921.1,1,1617408,1620872,-,99.913,100.0,1,6236.0,1,CP174921.1|-|1
GCA_050481695.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP174921.1,1,1615974,1617404,-,100.0,100.0,1,2581.0,1,CP174921.1|-|1
GCA_050481695.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP174921.1,1,1614094,1615977,-,99.682,100.0,1,3372.0,1,CP174921.1|-|1
GCA_050482265.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP174914.1,1,280096,283988,+,94.469,99.97447677386421,1,6107.0,1,CP174914.1|+|1
GCA_050482265.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP174915.1,1,13147,17064,+,89.569,100.0,1,5239.0,1,CP174915.1|+|1
GCA_050482265.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174914.1,1,361706,362515,+,68.237,87.37864077669903,1,269.0,1,CP174914.1|+|1
GCA_050482265.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174914.1,2,1822384,1823310,+,99.892,100.0,1,1668.0,2,CP174914.1|+|2
GCA_050482265.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP174914.1,1,876518,878542,+,94.81632541396688,100.0,7,3653.0,1,CP174914.1|+|1
GCA_050482265.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP174914.1,1,280096,283919,+,89.105,98.36651352730985,1,5071.0,1,CP174914.1|+|1
GCA_050482265.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP174915.1,1,13147,17046,+,95.077,99.5405819295559,1,6168.0,1,CP174915.1|+|1
GCA_050482265.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP174914.1,1,280095,283988,+,94.67,100.0,1,6143.0,1,CP174914.1|+|1
GCA_050482265.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP174915.1,1,13148,16986,+,89.564,97.8305257784584,1,5123.0,1,CP174915.1|+|1
GCA_050482265.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP174914.1,1,280096,283988,+,93.37354225352112,80.10794140323824,2,3712.0,1,CP174914.1|+|1
GCA_050482265.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP174915.1,1,13147,16986,+,94.96476458819608,77.07530197892572,2,3508.0,1,CP174915.1|+|1
GCA_050482265.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP174914.1,1,1582246,1583778,-,100.0,100.0,1,2765.0,1,CP174914.1|-|1
GCA_050482265.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP174914.1,1,1581343,1582197,-,100.0,100.0,1,1543.0,1,CP174914.1|-|1
GCA_050482265.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP174914.1,1,865710,869174,+,99.913,100.0,1,6236.0,1,CP174914.1|+|1
GCA_050482265.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP174914.1,1,869178,870608,+,100.0,100.0,1,2581.0,1,CP174914.1|+|1
GCA_050482265.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP174914.1,1,870605,872488,+,99.682,100.0,1,3372.0,1,CP174914.1|+|1
GCA_050485045.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP174865.1,1,643,4569,+,94.857,100.0,1,6170.0,1,CP174865.1|+|1
GCA_050485045.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP174868.1,1,16723,20640,+,89.492,100.0,1,5225.0,1,CP174868.1|+|1
GCA_050485045.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP174869.1,1,2326500,2330392,-,94.469,99.97447677386421,1,6107.0,1,CP174869.1|-|1
GCA_050485045.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174869.1,1,746127,747053,-,99.892,100.0,1,1668.0,1,CP174869.1|-|1
GCA_050485045.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174869.1,2,2247973,2248782,-,68.237,87.37864077669903,1,269.0,2,CP174869.1|-|2
GCA_050485045.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP174869.1,1,1649697,1651721,-,94.81632541396688,100.0,7,3653.0,1,CP174869.1|-|1
GCA_050485045.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP174865.1,1,643,4500,+,89.184,98.39203675344564,1,5085.0,1,CP174865.1|+|1
GCA_050485045.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP174868.1,1,16723,20622,+,95.697,99.5405819295559,1,6277.0,1,CP174868.1|+|1
GCA_050485045.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP174869.1,1,2326569,2330392,-,89.105,98.36651352730985,1,5071.0,1,CP174869.1|-|1
GCA_050485045.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP174865.1,1,644,4569,+,95.34,99.97447677386421,1,6254.0,1,CP174865.1|+|1
GCA_050485045.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP174868.1,1,16724,20562,+,89.67,97.8305257784584,1,5136.0,1,CP174868.1|+|1
GCA_050485045.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP174869.1,1,2326500,2330393,-,94.67,100.0,1,6143.0,1,CP174869.1|-|1
GCA_050485045.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP174865.1,1,643,4569,+,94.24669812540401,79.23413004369057,2,3651.0,1,CP174865.1|+|1
GCA_050485045.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP174868.1,1,16723,20562,+,94.43913553113553,77.07530197892572,2,3523.0,1,CP174868.1|+|1
GCA_050485045.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP174869.1,1,2326500,2330392,-,93.37354225352112,80.10794140323824,2,3712.0,1,CP174869.1|-|1
GCA_050485045.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP174869.1,1,944462,945994,+,100.0,100.0,1,2765.0,1,CP174869.1|+|1
GCA_050485045.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP174869.1,1,946043,946897,+,100.0,100.0,1,1543.0,1,CP174869.1|+|1
GCA_050485045.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP174869.1,1,1659065,1662529,-,99.913,100.0,1,6236.0,1,CP174869.1|-|1
GCA_050485045.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP174869.1,1,1657631,1659061,-,100.0,100.0,1,2581.0,1,CP174869.1|-|1
GCA_050485045.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP174869.1,1,1655751,1657634,-,99.682,100.0,1,3372.0,1,CP174869.1|-|1
GCA_050485055.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP174860.1,1,1,3769,+,95.78114513133457,96.19703930576824,2,3593.0,1,CP174860.1|+|1
GCA_050485055.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP174861.1,1,37846,41763,+,90.838,100.0,1,5464.0,1,CP174861.1|+|1
GCA_050485055.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP174864.1,1,456377,460069,+,96.643,94.28279734558448,1,6100.0,1,CP174864.1|+|1
GCA_050485055.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174864.1,1,537031,537815,+,68.244,84.68176914778857,1,260.0,1,CP174864.1|+|1
GCA_050485055.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174864.1,2,2032520,2033446,+,99.676,100.0,1,1659.0,2,CP174864.1|+|2
GCA_050485055.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP174864.1,1,1131673,1133697,+,93.59257307415406,100.0,7,3391.0,1,CP174864.1|+|1
GCA_050485055.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP174860.1,1,1,3700,+,90.4439932705249,94.58907605921388,2,3455.0,1,CP174860.1|+|1
GCA_050485055.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP174861.1,1,37846,41745,+,93.77599999999998,99.5405819295559,1,5935.0,1,CP174861.1|+|1
GCA_050485055.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP174864.1,1,456377,460000,+,90.288,92.67483409903012,1,4960.0,1,CP174864.1|+|1
GCA_050485055.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP174860.1,1,2,3769,+,98.43451061571126,96.17151607963247,2,3841.0,1,CP174860.1|+|1
GCA_050485055.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP174861.1,1,37847,41685,+,92.549,97.8305257784584,1,5642.0,1,CP174861.1|+|1
GCA_050485055.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP174864.1,1,456377,460069,+,98.403,94.28279734558448,1,6393.0,1,CP174864.1|+|1
GCA_050485055.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP174860.1,1,1,3769,+,95.05231618610748,78.38601901824724,2,3637.0,1,CP174860.1|+|1
GCA_050485055.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP174861.1,1,37846,41685,+,94.56507269089697,77.07530197892572,2,3445.0,1,CP174861.1|+|1
GCA_050485055.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP174864.1,1,456377,460069,+,95.169466873706,74.37676689796967,2,3627.0,1,CP174864.1|+|1
GCA_050485055.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP174864.1,1,1836178,1837710,-,100.0,100.0,1,2765.0,1,CP174864.1|-|1
GCA_050485055.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP174864.1,1,1835275,1836129,-,100.0,100.0,1,1543.0,1,CP174864.1|-|1
GCA_050485055.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP174864.1,1,1120864,1124328,+,99.509,100.0,1,6173.0,1,CP174864.1|+|1
GCA_050485055.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP174864.1,1,1124332,1125762,+,99.441,100.0,1,2545.0,1,CP174864.1|+|1
GCA_050485055.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP174864.1,1,1125759,1127642,+,99.363,100.0,1,3345.0,1,CP174864.1|+|1
GCA_050485625.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP174859.1,1,2237238,2241130,-,94.469,99.97447677386421,1,6107.0,1,CP174859.1|-|1
GCA_050485625.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174859.1,1,689687,690613,-,99.892,100.0,1,1668.0,1,CP174859.1|-|1
GCA_050485625.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP174859.1,2,2149140,2149949,-,68.237,87.37864077669903,1,269.0,2,CP174859.1|-|2
GCA_050485625.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP174859.1,1,1633107,1635131,-,94.81632541396688,100.0,7,3653.0,1,CP174859.1|-|1
GCA_050485625.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP174859.1,1,2237307,2241130,-,89.105,98.36651352730985,1,5071.0,1,CP174859.1|-|1
GCA_050485625.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP174859.1,1,2237238,2241131,-,94.67,100.0,1,6143.0,1,CP174859.1|-|1
GCA_050485625.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP174859.1,1,2237238,2241130,-,93.37354225352112,80.10794140323824,2,3712.0,1,CP174859.1|-|1
GCA_050485625.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP174859.1,1,927911,929443,+,100.0,100.0,1,2765.0,1,CP174859.1|+|1
GCA_050485625.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP174859.1,1,929492,930346,+,100.0,100.0,1,1543.0,1,CP174859.1|+|1
GCA_050485625.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP174859.1,1,1642475,1645939,-,99.913,100.0,1,6236.0,1,CP174859.1|-|1
GCA_050485625.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP174859.1,1,1641041,1642471,-,100.0,100.0,1,2581.0,1,CP174859.1|-|1
GCA_050485625.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP174859.1,1,1639161,1641044,-,99.682,100.0,1,3372.0,1,CP174859.1|-|1
GCA_050485635.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,CP174856.1,1,502682,506599,+,95.664,99.97447677386421,1,6298.0,1,CP174856.1|+|1
