Genome,Source,Target_gene,Detection_status,Status_reason,Database_gene_symbol,Reference_accession,Contig_ID,Start,Stop,Strand,Identity,Coverage,Candidate_locus_count,Original_detection_status,Accepted_locus_count,Resolution_policy
GCA_050481115.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174925.1,988021.0,991485.0,+,99.509,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481115.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174925.1,991489.0,992919.0,+,99.371,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481115.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174925.1,992916.0,994799.0,+,99.045,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481115.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174925.1,1844264.0,1845190.0,+,99.569,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050481115.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP174925.1,423459.0,428582.0,+,96.218061895089,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481115.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174925.1,1665130.0,1666662.0,-,98.761,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481115.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174925.1,1664227.0,1665081.0,-,98.83,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481685.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174922.1,1001033.0,1003057.0,+,93.2238198697854,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481685.1,Bacteraemia,aggregation_substance_family_detected,not_detected,No retained aggregation-substance-family candidate,,,,,,,,,0,not_detected,0,approved_broad_aggregation_substance_family_rule
GCA_050481685.1,Bacteraemia,asa1_specific,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,approved_competitive_best_reference_rule
GCA_050481685.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050481685.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174922.1,988021.0,991485.0,+,99.509,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481685.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174922.1,991489.0,992919.0,+,99.371,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481685.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174922.1,992916.0,994799.0,+,99.045,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481685.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174922.1,1844267.0,1845193.0,+,99.569,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050481685.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP174922.1,423459.0,428582.0,+,96.218061895089,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481685.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174922.1,1665133.0,1666665.0,-,98.761,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481685.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174922.1,1664230.0,1665084.0,-,98.83,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481695.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174921.1,1608040.0,1610064.0,-,94.81632541396688,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481695.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0149,WP_011109430,CP174920.1,35742,39641,-,95.077,99.5405819295559,2,accepted_present,2,approved_broad_aggregation_substance_family_rule
GCA_050481695.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP174921.1,2202591,2206483,-,93.37354225352112,80.10794140323824,2,accepted_present,0,approved_competitive_best_reference_rule
GCA_050481695.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050481695.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174921.1,1617408.0,1620872.0,-,99.913,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481695.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174921.1,1615974.0,1617404.0,-,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481695.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174921.1,1614094.0,1615977.0,-,99.682,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481695.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174921.1,663277.0,664203.0,-,99.892,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050481695.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050481695.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174921.1,902806.0,904338.0,+,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050481695.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174921.1,904387.0,905241.0,+,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050482265.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174914.1,876518.0,878542.0,+,94.81632541396688,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050482265.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0149,WP_011109430,CP174915.1,13147,17046,+,95.077,99.5405819295559,2,accepted_present,2,approved_broad_aggregation_substance_family_rule
GCA_050482265.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP174914.1,280096,283988,+,93.37354225352112,80.10794140323824,2,accepted_present,0,approved_competitive_best_reference_rule
GCA_050482265.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050482265.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174914.1,865710.0,869174.0,+,99.913,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050482265.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174914.1,869178.0,870608.0,+,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050482265.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174914.1,870605.0,872488.0,+,99.682,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050482265.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174914.1,1822384.0,1823310.0,+,99.892,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050482265.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050482265.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174914.1,1582246.0,1583778.0,-,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050482265.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174914.1,1581343.0,1582197.0,-,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485045.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174869.1,1649697.0,1651721.0,-,94.81632541396688,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485045.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0149,WP_011109430,CP174868.1,16723,20622,+,95.697,99.5405819295559,3,accepted_present,3,approved_broad_aggregation_substance_family_rule
GCA_050485045.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP174869.1,2326500,2330392,-,93.37354225352112,80.10794140323824,3,accepted_present,0,approved_competitive_best_reference_rule
GCA_050485045.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050485045.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174869.1,1659065.0,1662529.0,-,99.913,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485045.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174869.1,1657631.0,1659061.0,-,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485045.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174869.1,1655751.0,1657634.0,-,99.682,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485045.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174869.1,746127.0,747053.0,-,99.892,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050485045.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050485045.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174869.1,944462.0,945994.0,+,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485045.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174869.1,946043.0,946897.0,+,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485055.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174864.1,1131673.0,1133697.0,+,93.59257307415406,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485055.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0485,WP_010710127,CP174864.1,456377,460069,+,98.403,94.28279734558448,3,flagged_partial,3,approved_broad_aggregation_substance_family_rule
GCA_050485055.1,Bacteraemia,asa1_specific,flagged_partial,Identity is >=80% but reference coverage is 50-<80%,asa1,WP_010785625,CP174860.1,1,3769,+,95.05231618610748,78.38601901824724,3,flagged_partial,0,approved_competitive_best_reference_rule
GCA_050485055.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050485055.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174864.1,1120864.0,1124328.0,+,99.509,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485055.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174864.1,1124332.0,1125762.0,+,99.441,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485055.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174864.1,1125759.0,1127642.0,+,99.363,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485055.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174864.1,2032520.0,2033446.0,+,99.676,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050485055.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050485055.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174864.1,1836178.0,1837710.0,-,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485055.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174864.1,1835275.0,1836129.0,-,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485625.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174859.1,1633107.0,1635131.0,-,94.81632541396688,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485625.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0485,WP_010710127,CP174859.1,2237238,2241131,-,94.67,100.0,1,accepted_present,1,approved_broad_aggregation_substance_family_rule
GCA_050485625.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP174859.1,2237238,2241130,-,93.37354225352112,80.10794140323824,1,accepted_present,0,approved_competitive_best_reference_rule
GCA_050485625.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050485625.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174859.1,1642475.0,1645939.0,-,99.913,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485625.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174859.1,1641041.0,1642471.0,-,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485625.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174859.1,1639161.0,1641044.0,-,99.682,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485625.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174859.1,689687.0,690613.0,-,99.892,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050485625.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050485625.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174859.1,927911.0,929443.0,+,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485625.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174859.1,929492.0,930346.0,+,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485635.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174856.1,1107573.0,1109597.0,+,93.49629949604032,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485635.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0485,WP_010710127,CP174856.1,502681,506599,+,97.092,100.0,1,accepted_present,1,approved_broad_aggregation_substance_family_rule
GCA_050485635.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP174856.1,502682,506599,+,94.2665797565663,80.10794140323824,1,accepted_present,0,approved_competitive_best_reference_rule
GCA_050485635.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050485635.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174856.1,1096765.0,1100229.0,+,99.365,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485635.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174856.1,1100233.0,1101663.0,+,99.371,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485635.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174856.1,1101660.0,1103543.0,+,99.045,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485635.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174856.1,2049566.0,2050492.0,+,99.676,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050485635.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050485635.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174856.1,1812081.0,1813613.0,-,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050485635.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174856.1,1811178.0,1812032.0,-,100.0,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486705.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174842.1,2888090.0,2890114.0,-,93.29633904027008,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486705.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,asa1,WP_010785625,CP174840.1,123324,127214,+,98.047,100.0,4,accepted_present,1,approved_broad_aggregation_substance_family_rule
GCA_050486705.1,Bacteraemia,asa1_specific,accepted_present,Explicit asa1 reference is the competitive best match at at least one accepted locus,asa1,WP_010785625,CP174840.1,123324,127214,+,98.047,100.0,3,accepted_present,1,approved_competitive_best_reference_rule
GCA_050486705.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP174840.1,26404.0,27642.0,+,99.516,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486705.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174842.1,2930000.0,2933464.0,-,99.481,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486705.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174842.1,2928566.0,2929996.0,-,99.371,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486705.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174842.1,2926686.0,2928569.0,-,99.045,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486705.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174842.1,2043239.0,2044165.0,-,99.569,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050486705.1,Bacteraemia,esp,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,esp,AAD09858,CP174842.1,527194.0,532317.0,-,96.0511720250522,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486705.1,Bacteraemia,gelE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,gelE,WP_002369251,CP174842.1,2224459.0,2225991.0,+,98.761,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486705.1,Bacteraemia,sprE,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,sprE,WP_002369252,CP174842.1,2226040.0,2226894.0,+,98.83,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486715.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP174839.1,978780.0,980663.0,+,93.99111649659864,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486715.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,EF0485,WP_010710127,CP174839.1,370682,374599,+,96.299,100.0,1,accepted_present,1,approved_broad_aggregation_substance_family_rule
GCA_050486715.1,Bacteraemia,asa1_specific,review_required,Accepted-threshold asa1 query match is better supported by a related aggregation-substance reference,asa1,WP_010785625,CP174839.1,370683,374599,+,94.5526600448574,80.10794140323824,1,accepted_present,0,approved_competitive_best_reference_rule
GCA_050486715.1,Bacteraemia,cylA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,cylA,AAM75253,CP174839.1,410766.0,412004.0,+,99.839,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486715.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP174839.1,964777.0,968241.0,+,99.538,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486715.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP174839.1,968245.0,969675.0,+,99.441,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486715.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP174839.1,969672.0,971555.0,+,99.363,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050486715.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP174839.1,1785613.0,1786539.0,+,99.676,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050486715.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050486715.1,Bacteraemia,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050486715.1,Bacteraemia,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050491675.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175116.1,937885.0,939768.0,+,93.81397947295424,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050491675.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,asa1,WP_010785625,CP175117.1,2870,6760,+,97.353,100.0,2,ambiguous_multiple_hit,2,approved_broad_aggregation_substance_family_rule
GCA_050491675.1,Bacteraemia,asa1_specific,accepted_present,Explicit asa1 reference is the competitive best match at at least one accepted locus,asa1,WP_010785625,CP175117.1,2870,6760,+,97.353,100.0,2,ambiguous_multiple_hit,1,approved_competitive_best_reference_rule
GCA_050491675.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050491675.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175116.1,926829.0,930293.0,+,99.481,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050491675.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175116.1,930297.0,931727.0,+,99.371,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050491675.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175116.1,931724.0,933607.0,+,99.363,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050491675.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175116.1,1774138.0,1775064.0,+,99.676,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050491675.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050491675.1,Bacteraemia,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050491675.1,Bacteraemia,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050491685.1,Bacteraemia,ace,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ace,WP_010714416,CP175113.1,937885.0,939768.0,+,93.81397947295424,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050491685.1,Bacteraemia,aggregation_substance_family_detected,accepted_present,At least one accepted aggregation-substance-family locus detected,asa1,WP_010785625,CP175114.1,4136,8026,+,97.353,100.0,2,ambiguous_multiple_hit,2,approved_broad_aggregation_substance_family_rule
GCA_050491685.1,Bacteraemia,asa1_specific,accepted_present,Explicit asa1 reference is the competitive best match at at least one accepted locus,asa1,WP_010785625,CP175114.1,4136,8026,+,97.353,100.0,2,ambiguous_multiple_hit,1,approved_competitive_best_reference_rule
GCA_050491685.1,Bacteraemia,cylA,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050491685.1,Bacteraemia,ebpA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpA,WP_154081516,CP175113.1,926829.0,930293.0,+,99.481,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050491685.1,Bacteraemia,ebpB,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpB,WP_002379309,CP175113.1,930297.0,931727.0,+,99.371,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050491685.1,Bacteraemia,ebpC,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,ebpC,WP_011109477,CP175113.1,931724.0,933607.0,+,99.363,100.0,1,accepted_present,1,unchanged_B3_status
GCA_050491685.1,Bacteraemia,efaA,accepted_present,One distinct genomic locus meets >=80% identity and >=80% reference coverage,efaA,WP_002356954,CP175113.1,1774138.0,1775064.0,+,99.676,100.0,2,accepted_present,1,unchanged_B3_status
GCA_050491685.1,Bacteraemia,esp,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050491685.1,Bacteraemia,gelE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
GCA_050491685.1,Bacteraemia,sprE,not_detected,No candidate met a retained detection-status threshold,,,,,,,,,0,not_detected,0,unchanged_B3_status
