Genome,Source,Locus,Assignment_status,Accepted_allele,Dataset_profile_token,Exact_alleles_detected,Exact_location_count,Best_reference_allele,Best_identity_percent,Best_allele_coverage_percent,Best_contig,Best_start,Best_stop,Best_strand,Status_reason,FNA_path
GCA_050474495.1,Bacteraemia,aroE,Exact_known_allele,32,32,32,1,32,100,100,CP175045.1,1155293,1155751,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050474495.1.fna
GCA_050474495.1,Bacteraemia,xpt,Exact_known_allele,26,26,26,1,26,100,100,CP175045.1,495745,496200,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050474495.1.fna
GCA_050474495.1,Bacteraemia,yqiL,Exact_known_allele,31,31,31,1,31,100,100,CP175045.1,1334729,1335164,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050474495.1.fna
GCA_050475565.1,Bacteraemia,gdh,Exact_known_allele,4,4,4,1,4,100,100,CP175030.1,2086427,2086956,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475565.1.fna
GCA_050475565.1,Bacteraemia,gyd,Exact_known_allele,4,4,4,1,4,100,100,CP175030.1,1213049,1213443,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475565.1.fna
GCA_050475565.1,Bacteraemia,pstS,Exact_known_allele,8,8,8,1,8,100,100,CP175030.1,1438927,1439509,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475565.1.fna
GCA_050475565.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175030.1,600799,601236,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475565.1.fna
GCA_050475565.1,Bacteraemia,aroE,Exact_known_allele,8,8,8,1,8,100,100,CP175030.1,1581376,1581834,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475565.1.fna
GCA_050475565.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175030.1,981570,982025,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475565.1.fna
GCA_050475565.1,Bacteraemia,yqiL,Exact_known_allele,3,3,3,1,3,100,100,CP175030.1,1715082,1715517,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475565.1.fna
GCA_050475575.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP175027.1,928569,929098,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475575.1.fna
GCA_050475575.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP175027.1,1853922,1854316,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475575.1.fna
GCA_050475575.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP175027.1,1628194,1628776,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475575.1.fna
GCA_050475575.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP175027.1,2522659,2523096,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475575.1.fna
GCA_050475575.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP175027.1,1475958,1476416,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475575.1.fna
GCA_050475575.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175027.1,2135132,2135587,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475575.1.fna
GCA_050475575.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP175027.1,1343125,1343560,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050475575.1.fna
GCA_050476085.1,Bacteraemia,gdh,Exact_known_allele,1,1,1,1,1,100,100,CP175020.1,936063,936592,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050476085.1.fna
GCA_050476085.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP175020.1,1888356,1888750,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050476085.1.fna
GCA_050476085.1,Bacteraemia,pstS,Exact_known_allele,9,9,9,1,9,100,100,CP175020.1,1596862,1597444,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050476085.1.fna
GCA_050476085.1,Bacteraemia,gki,Exact_known_allele,1,1,1,1,1,100,100,CP175020.1,2507101,2507538,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050476085.1.fna
GCA_050476085.1,Bacteraemia,aroE,Exact_known_allele,1,1,1,1,1,100,100,CP175020.1,1454898,1455356,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050476085.1.fna
GCA_050476085.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP175020.1,2126125,2126580,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050476085.1.fna
GCA_050476085.1,Bacteraemia,yqiL,Exact_known_allele,1,1,1,1,1,100,100,CP175020.1,1320310,1320745,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050476085.1.fna
GCA_050480515.1,Bacteraemia,gdh,Exact_known_allele,3,3,3,1,3,100,100,CP174930.1,2895425,2895954,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050480515.1.fna
GCA_050480515.1,Bacteraemia,gyd,Exact_known_allele,6,6,6,1,6,100,100,CP174930.1,803078,803472,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050480515.1.fna
GCA_050480515.1,Bacteraemia,pstS,Exact_known_allele,23,23,23,1,23,100,100,CP174930.1,603538,604120,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050480515.1.fna
GCA_050480515.1,Bacteraemia,gki,Exact_known_allele,12,12,12,1,12,100,100,CP174930.1,1415509,1415946,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050480515.1.fna
GCA_050480515.1,Bacteraemia,aroE,Exact_known_allele,9,9,9,1,9,100,100,CP174930.1,466360,466818,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050480515.1.fna
GCA_050480515.1,Bacteraemia,xpt,Exact_known_allele,10,10,10,1,10,100,100,CP174930.1,1039723,1040178,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050480515.1.fna
GCA_050480515.1,Bacteraemia,yqiL,Exact_known_allele,7,7,7,1,7,100,100,CP174930.1,333132,333567,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050480515.1.fna
GCA_050481105.1,Bacteraemia,gdh,Exact_known_allele,3,3,3,1,3,100,100,CP174928.1,1999466,1999995,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481105.1.fna
GCA_050481105.1,Bacteraemia,gyd,Exact_known_allele,6,6,6,1,6,100,100,CP174928.1,1144639,1145033,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481105.1.fna
GCA_050481105.1,Bacteraemia,pstS,Exact_known_allele,23,23,23,1,23,100,100,CP174928.1,1343991,1344573,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481105.1.fna
GCA_050481105.1,Bacteraemia,gki,Exact_known_allele,12,12,12,1,12,100,100,CP174928.1,532165,532602,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481105.1.fna
GCA_050481105.1,Bacteraemia,aroE,Exact_known_allele,9,9,9,1,9,100,100,CP174928.1,1481293,1481751,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481105.1.fna
GCA_050481105.1,Bacteraemia,xpt,Exact_known_allele,10,10,10,1,10,100,100,CP174928.1,907933,908388,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481105.1.fna
GCA_050481105.1,Bacteraemia,yqiL,Exact_known_allele,7,7,7,1,7,100,100,CP174928.1,1614544,1614979,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481105.1.fna
GCA_050481115.1,Bacteraemia,gdh,Exact_known_allele,3,3,3,1,3,100,100,CP174925.1,895147,895676,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481115.1.fna
GCA_050481115.1,Bacteraemia,gyd,Exact_known_allele,6,6,6,1,6,100,100,CP174925.1,1750109,1750503,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481115.1.fna
GCA_050481115.1,Bacteraemia,pstS,Exact_known_allele,23,23,23,1,23,100,100,CP174925.1,1550569,1551151,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481115.1.fna
GCA_050481115.1,Bacteraemia,gki,Exact_known_allele,12,12,12,1,12,100,100,CP174925.1,2362537,2362974,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481115.1.fna
GCA_050481115.1,Bacteraemia,aroE,Exact_known_allele,9,9,9,1,9,100,100,CP174925.1,1413392,1413850,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481115.1.fna
GCA_050481115.1,Bacteraemia,xpt,Exact_known_allele,10,10,10,1,10,100,100,CP174925.1,1986750,1987205,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481115.1.fna
GCA_050481115.1,Bacteraemia,yqiL,Exact_known_allele,7,7,7,1,7,100,100,CP174925.1,1280147,1280582,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481115.1.fna
GCA_050481685.1,Bacteraemia,gdh,Exact_known_allele,3,3,3,1,3,100,100,CP174922.1,895147,895676,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481685.1.fna
GCA_050481685.1,Bacteraemia,gyd,Exact_known_allele,6,6,6,1,6,100,100,CP174922.1,1750112,1750506,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481685.1.fna
GCA_050481685.1,Bacteraemia,pstS,Exact_known_allele,23,23,23,1,23,100,100,CP174922.1,1550572,1551154,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481685.1.fna
GCA_050481685.1,Bacteraemia,gki,Exact_known_allele,12,12,12,1,12,100,100,CP174922.1,2362540,2362977,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481685.1.fna
GCA_050481685.1,Bacteraemia,aroE,Exact_known_allele,9,9,9,1,9,100,100,CP174922.1,1413395,1413853,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481685.1.fna
GCA_050481685.1,Bacteraemia,xpt,Exact_known_allele,10,10,10,1,10,100,100,CP174922.1,1986753,1987208,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481685.1.fna
GCA_050481685.1,Bacteraemia,yqiL,Exact_known_allele,7,7,7,1,7,100,100,CP174922.1,1280150,1280585,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481685.1.fna
GCA_050481695.1,Bacteraemia,gdh,Exact_known_allele,12,12,12,1,12,100,100,CP174921.1,1714164,1714693,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481695.1.fna
GCA_050481695.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP174921.1,762762,763156,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481695.1.fna
GCA_050481695.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP174921.1,1021219,1021801,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481695.1.fna
GCA_050481695.1,Bacteraemia,gki,Exact_known_allele,7,7,7,1,7,100,100,CP174921.1,31154,31591,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481695.1.fna
GCA_050481695.1,Bacteraemia,aroE,Exact_known_allele,6,6,6,1,6,100,100,CP174921.1,1158840,1159298,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481695.1.fna
GCA_050481695.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP174921.1,472644,473099,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481695.1.fna
GCA_050481695.1,Bacteraemia,yqiL,Exact_known_allele,5,5,5,1,5,100,100,CP174921.1,1335944,1336379,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050481695.1.fna
GCA_050482265.1,Bacteraemia,gdh,Exact_known_allele,12,12,12,1,12,100,100,CP174914.1,771889,772418,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050482265.1.fna
GCA_050482265.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP174914.1,1723428,1723822,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050482265.1.fna
GCA_050482265.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP174914.1,1464783,1465365,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050482265.1.fna
GCA_050482265.1,Bacteraemia,gki,Exact_known_allele,7,7,7,1,7,100,100,CP174914.1,2454998,2455435,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050482265.1.fna
GCA_050482265.1,Bacteraemia,aroE,Exact_known_allele,6,6,6,1,6,100,100,CP174914.1,1327286,1327744,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050482265.1.fna
GCA_050482265.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP174914.1,2013489,2013944,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050482265.1.fna
GCA_050482265.1,Bacteraemia,yqiL,Exact_known_allele,5,5,5,1,5,100,100,CP174914.1,1150204,1150639,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050482265.1.fna
GCA_050485045.1,Bacteraemia,gdh,Exact_known_allele,12,12,12,1,12,100,100,CP174869.1,1796905,1797434,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485045.1.fna
GCA_050485045.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP174869.1,803086,803480,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485045.1.fna
GCA_050485045.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP174869.1,1062875,1063457,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485045.1.fna
GCA_050485045.1,Bacteraemia,gki,Exact_known_allele,7,7,7,1,7,100,100,CP174869.1,72853,73290,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485045.1.fna
GCA_050485045.1,Bacteraemia,aroE,Exact_known_allele,6,6,6,1,6,100,100,CP174869.1,1200496,1200954,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485045.1.fna
GCA_050485045.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP174869.1,514343,514798,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485045.1.fna
GCA_050485045.1,Bacteraemia,yqiL,Exact_known_allele,5,5,5,1,5,100,100,CP174869.1,1377601,1378036,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485045.1.fna
GCA_050485055.1,Bacteraemia,gdh,Exact_known_allele,5,5,5,1,5,100,100,CP174864.1,986849,987378,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485055.1.fna
GCA_050485055.1,Bacteraemia,gyd,Exact_known_allele,1,1,1,1,1,100,100,CP174864.1,1976267,1976661,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485055.1.fna
GCA_050485055.1,Bacteraemia,pstS,Exact_known_allele,1,1,1,1,1,100,100,CP174864.1,1719140,1719722,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485055.1.fna
GCA_050485055.1,Bacteraemia,gki,Exact_known_allele,3,3,3,1,3,100,100,CP174864.1,2701165,2701602,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485055.1.fna
GCA_050485055.1,Bacteraemia,aroE,Exact_known_allele,7,7,7,1,7,100,100,CP174864.1,1581623,1582081,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485055.1.fna
GCA_050485055.1,Bacteraemia,xpt,Exact_known_allele,7,7,7,1,7,100,100,CP174864.1,2263027,2263482,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485055.1.fna
GCA_050485055.1,Bacteraemia,yqiL,Exact_known_allele,6,6,6,1,6,100,100,CP174864.1,1405257,1405692,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485055.1.fna
GCA_050485625.1,Bacteraemia,gdh,Exact_known_allele,12,12,12,1,12,100,100,CP174859.1,1739231,1739760,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485625.1.fna
GCA_050485625.1,Bacteraemia,gyd,Exact_known_allele,7,7,7,1,7,100,100,CP174859.1,787867,788261,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485625.1.fna
GCA_050485625.1,Bacteraemia,pstS,Exact_known_allele,3,3,3,1,3,100,100,CP174859.1,1046324,1046906,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485625.1.fna
GCA_050485625.1,Bacteraemia,gki,Exact_known_allele,7,7,7,1,7,100,100,CP174859.1,15667,16104,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485625.1.fna
GCA_050485625.1,Bacteraemia,aroE,Exact_known_allele,6,6,6,1,6,100,100,CP174859.1,1183945,1184403,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485625.1.fna
GCA_050485625.1,Bacteraemia,xpt,Exact_known_allele,1,1,1,1,1,100,100,CP174859.1,457157,457612,+,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485625.1.fna
GCA_050485625.1,Bacteraemia,yqiL,Exact_known_allele,5,5,5,1,5,100,100,CP174859.1,1361049,1361484,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485625.1.fna
GCA_050485635.1,Bacteraemia,gdh,Exact_known_allele,8,8,8,1,8,100,100,CP174856.1,1002964,1003493,-,One unambiguous exact full-length official allele,/mnt/c/Users/bless/Downloads/e_faecalis_disseration_project/local_archive/large_outputs/Efaecalis_58_AMRFinder/02_genomes_fna/GCA_050485635.1.fna
