Genome	Source	Locus	Official_allele	Contig	Start	Stop	Strand	Identity_percent	Allele_coverage_percent	Alignment_length	Mismatches	Gaps	Evalue	Bitscore	Is_exact_full_length
GCA_050473355.1	Bacteraemia	aroE	9	CP175057.1	1331134	1331592	+	99.564	100	459	2	0	0	820	FALSE
GCA_050473355.1	Bacteraemia	aroE	17	CP175057.1	1331134	1331592	+	99.564	100	459	2	0	0	820	FALSE
GCA_050473355.1	Bacteraemia	aroE	18	CP175057.1	1331134	1331592	+	99.564	100	459	2	0	0	820	FALSE
GCA_050473355.1	Bacteraemia	aroE	22	CP175057.1	1331134	1331592	+	99.564	100	459	2	0	0	820	FALSE
GCA_050473355.1	Bacteraemia	xpt	1	CP175057.1	1892735	1893190	-	100	100	456	0	0	0	823	TRUE
GCA_050473355.1	Bacteraemia	xpt	2	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	18	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	21	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	22	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	24	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	26	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	35	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	44	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	50	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	56	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	61	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	62	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	65	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	77	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	82	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	110	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	118	CP175057.1	1892735	1893190	-	99.781	100	456	1	0	0	819	FALSE
GCA_050473355.1	Bacteraemia	xpt	31	CP175057.1	1892735	1893186	-	100	98.68995633187772	452	0	0	0	816	FALSE
GCA_050473355.1	Bacteraemia	xpt	52	CP175057.1	1892737	1893190	-	99.78	99.56140350877193	454	1	0	0	815	FALSE
GCA_050473355.1	Bacteraemia	xpt	72	CP175057.1	1892735	1893190	-	99.563	100	458	0	2	0	815	FALSE
GCA_050473355.1	Bacteraemia	yqiL	1	CP175057.1	1196548	1196983	+	100	100	436	0	0	0	787	TRUE
GCA_050473355.1	Bacteraemia	yqiL	16	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	45	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	46	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	58	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	74	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	80	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	82	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	84	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	88	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	93	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	94	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	121	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	126	CP175057.1	1196548	1196983	+	99.771	100	436	1	0	0	783	FALSE
GCA_050473355.1	Bacteraemia	yqiL	21	CP175057.1	1196548	1196983	+	99.541	100	436	2	0	0	778	FALSE
GCA_050473355.1	Bacteraemia	yqiL	34	CP175057.1	1196548	1196983	+	99.541	100	436	2	0	0	778	FALSE
GCA_050473355.1	Bacteraemia	yqiL	40	CP175057.1	1196548	1196983	+	99.541	100	436	2	0	0	778	FALSE
GCA_050473355.1	Bacteraemia	yqiL	2	CP175057.1	1196548	1196983	+	99.312	100	436	3	0	0	774	FALSE
GCA_050473355.1	Bacteraemia	yqiL	17	CP175057.1	1196548	1196983	+	99.312	100	436	3	0	0	774	FALSE
GCA_050473355.1	Bacteraemia	yqiL	32	CP175057.1	1196548	1196983	+	99.312	100	436	3	0	0	774	FALSE
GCA_050473355.1	Bacteraemia	yqiL	72	CP175057.1	1196548	1196983	+	99.312	100	436	3	0	0	774	FALSE
GCA_050473905.1	Bacteraemia	gdh	12	CP175056.1	1968517	1969046	+	100	100	530	0	0	0	957	TRUE
GCA_050473905.1	Bacteraemia	gdh	1	CP175056.1	1968517	1969046	+	99.811	100	530	1	0	0	952	FALSE
GCA_050473905.1	Bacteraemia	gdh	14	CP175056.1	1968517	1969046	+	99.811	100	530	1	0	0	952	FALSE
GCA_050473905.1	Bacteraemia	gdh	17	CP175056.1	1968517	1969046	+	99.811	100	530	1	0	0	952	FALSE
GCA_050473905.1	Bacteraemia	gdh	18	CP175056.1	1968517	1969046	+	99.811	100	530	1	0	0	952	FALSE
GCA_050473905.1	Bacteraemia	gdh	49	CP175056.1	1968517	1969046	+	99.811	100	530	1	0	0	952	FALSE
GCA_050473905.1	Bacteraemia	gdh	114	CP175056.1	1968517	1969046	+	99.811	100	530	1	0	0	952	FALSE
GCA_050473905.1	Bacteraemia	gdh	145	CP175056.1	1968517	1969046	+	99.811	100	530	1	0	0	952	FALSE
GCA_050473905.1	Bacteraemia	gdh	4	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gdh	6	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gdh	8	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gdh	9	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gdh	13	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gdh	19	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gdh	21	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gdh	25	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gdh	26	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gdh	27	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gdh	29	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gdh	34	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gdh	38	CP175056.1	1968517	1969046	+	99.623	100	530	2	0	0	948	FALSE
GCA_050473905.1	Bacteraemia	gyd	7	CP175056.1	1032121	1032515	+	100	100	395	0	0	0	713	TRUE
GCA_050473905.1	Bacteraemia	gyd	5	CP175056.1	1032121	1032515	+	99.747	100	395	1	0	0	709	FALSE
GCA_050473905.1	Bacteraemia	gyd	20	CP175056.1	1032121	1032515	+	99.747	100	395	1	0	0	709	FALSE
GCA_050473905.1	Bacteraemia	gyd	25	CP175056.1	1032121	1032515	+	99.747	100	395	1	0	0	709	FALSE
GCA_050473905.1	Bacteraemia	gyd	30	CP175056.1	1032121	1032515	+	99.747	100	395	1	0	0	709	FALSE
GCA_050473905.1	Bacteraemia	gyd	32	CP175056.1	1032121	1032515	+	99.747	100	395	1	0	0	709	FALSE
GCA_050473905.1	Bacteraemia	gyd	34	CP175056.1	1032121	1032515	+	99.747	100	395	1	0	0	709	FALSE
GCA_050473905.1	Bacteraemia	gyd	42	CP175056.1	1032121	1032515	+	99.747	100	395	1	0	0	709	FALSE
GCA_050473905.1	Bacteraemia	gyd	45	CP175056.1	1032121	1032515	+	99.747	100	395	1	0	0	709	FALSE
GCA_050473905.1	Bacteraemia	gyd	57	CP175056.1	1032121	1032515	+	99.747	100	395	1	0	0	709	FALSE
GCA_050473905.1	Bacteraemia	gyd	58	CP175056.1	1032121	1032515	+	99.747	100	395	1	0	0	709	FALSE
GCA_050473905.1	Bacteraemia	gyd	59	CP175056.1	1032121	1032515	+	99.747	100	395	1	0	0	709	FALSE
GCA_050473905.1	Bacteraemia	gyd	1	CP175056.1	1032121	1032515	+	99.494	100	395	2	0	0	704	FALSE
GCA_050473905.1	Bacteraemia	gyd	6	CP175056.1	1032121	1032515	+	99.494	100	395	2	0	0	704	FALSE
GCA_050473905.1	Bacteraemia	gyd	10	CP175056.1	1032121	1032515	+	99.494	100	395	2	0	0	704	FALSE
GCA_050473905.1	Bacteraemia	gyd	39	CP175056.1	1032121	1032515	+	99.494	100	395	2	0	0	704	FALSE
GCA_050473905.1	Bacteraemia	gyd	50	CP175056.1	1032121	1032515	+	99.494	100	395	2	0	0	704	FALSE
GCA_050473905.1	Bacteraemia	gyd	48	CP175056.1	1032121	1032515	+	99.494	100.5089058524173	395	0	2	0	701	FALSE
GCA_050473905.1	Bacteraemia	gyd	2	CP175056.1	1032121	1032515	+	99.241	100	395	3	0	0	700	FALSE
GCA_050473905.1	Bacteraemia	gyd	3	CP175056.1	1032121	1032515	+	99.241	100	395	3	0	0	700	FALSE
GCA_050473905.1	Bacteraemia	gyd	4	CP175056.1	1032121	1032515	+	99.241	100	395	3	0	0	700	FALSE
GCA_050473905.1	Bacteraemia	pstS	3	CP175056.1	1276774	1277356	+	100	100	583	0	0	0	1052	TRUE
GCA_050473905.1	Bacteraemia	pstS	4	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	16	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	27	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	29	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	30	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	53	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	63	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	68	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	99	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	101	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	104	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	110	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	127	CP175056.1	1276774	1277356	+	99.828	100	583	1	0	0	1048	FALSE
GCA_050473905.1	Bacteraemia	pstS	1	CP175056.1	1276774	1277356	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050473905.1	Bacteraemia	pstS	2	CP175056.1	1276774	1277356	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050473905.1	Bacteraemia	pstS	5	CP175056.1	1276774	1277356	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050473905.1	Bacteraemia	pstS	6	CP175056.1	1276774	1277356	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050473905.1	Bacteraemia	pstS	7	CP175056.1	1276774	1277356	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050473905.1	Bacteraemia	pstS	22	CP175056.1	1276774	1277356	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050473905.1	Bacteraemia	pstS	26	CP175056.1	1276774	1277356	+	99.657	100	583	2	0	0	1043	FALSE
GCA_050473905.1	Bacteraemia	gki	7	CP175056.1	2560118	2560555	-	100	100	438	0	0	0	791	TRUE
GCA_050473905.1	Bacteraemia	gki	73	CP175056.1	2560119	2560555	-	100	99.77168949771689	437	0	0	0	789	FALSE
GCA_050473905.1	Bacteraemia	gki	11	CP175056.1	2560118	2560555	-	99.772	100	438	1	0	0	786	FALSE
GCA_050473905.1	Bacteraemia	gki	122	CP175056.1	2560118	2560555	-	99.772	100	438	1	0	0	786	FALSE
GCA_050473905.1	Bacteraemia	gki	6	CP175056.1	2560119	2560555	-	99.771	99.77168949771689	437	1	0	0	784	FALSE
GCA_050473905.1	Bacteraemia	gki	65	CP175056.1	2560118	2560555	-	99.543	100	438	2	0	0	782	FALSE
GCA_050473905.1	Bacteraemia	gki	83	CP175056.1	2560118	2560555	-	99.543	100	438	2	0	0	782	FALSE
GCA_050473905.1	Bacteraemia	gki	12	CP175056.1	2560119	2560555	-	99.542	99.77168949771689	437	2	0	0	780	FALSE
GCA_050473905.1	Bacteraemia	gki	17	CP175056.1	2560119	2560555	-	99.542	99.77168949771689	437	2	0	0	780	FALSE
GCA_050473905.1	Bacteraemia	gki	40	CP175056.1	2560119	2560555	-	99.542	99.77168949771689	437	2	0	0	780	FALSE
GCA_050473905.1	Bacteraemia	gki	71	CP175056.1	2560119	2560555	-	99.542	99.77168949771689	437	2	0	0	780	FALSE
GCA_050473905.1	Bacteraemia	gki	89	CP175056.1	2560119	2560555	-	99.542	99.77168949771689	437	2	0	0	780	FALSE
GCA_050473905.1	Bacteraemia	gki	70	CP175056.1	2560118	2560555	-	99.315	100	438	3	0	0	777	FALSE
GCA_050473905.1	Bacteraemia	gki	72	CP175056.1	2560118	2560555	-	99.315	100	438	3	0	0	777	FALSE
GCA_050473905.1	Bacteraemia	gki	4	CP175056.1	2560119	2560555	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050473905.1	Bacteraemia	gki	10	CP175056.1	2560119	2560555	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050473905.1	Bacteraemia	gki	18	CP175056.1	2560119	2560555	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050473905.1	Bacteraemia	gki	25	CP175056.1	2560119	2560555	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050473905.1	Bacteraemia	gki	30	CP175056.1	2560119	2560555	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050473905.1	Bacteraemia	gki	32	CP175056.1	2560119	2560555	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050473905.1	Bacteraemia	gki	35	CP175056.1	2560119	2560555	-	99.314	99.77168949771689	437	3	0	0	775	FALSE
GCA_050473905.1	Bacteraemia	aroE	6	CP175056.1	1414396	1414854	-	100	100	459	0	0	0	829	TRUE
GCA_050473905.1	Bacteraemia	aroE	15	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	16	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	21	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	25	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	31	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	35	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	41	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	55	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	56	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	65	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	71	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	77	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	97	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	102	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	104	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	120	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	125	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	134	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	135	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	aroE	142	CP175056.1	1414396	1414854	-	99.782	100	459	1	0	0	824	FALSE
GCA_050473905.1	Bacteraemia	xpt	1	CP175056.1	743491	743946	+	100	100	456	0	0	0	823	TRUE
GCA_050473905.1	Bacteraemia	xpt	2	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	18	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	21	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	22	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	24	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	26	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	35	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	44	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	50	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	56	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	61	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	62	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	65	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	77	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	82	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	110	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	118	CP175056.1	743491	743946	+	99.781	100	456	1	0	0	819	FALSE
GCA_050473905.1	Bacteraemia	xpt	31	CP175056.1	743495	743946	+	100	98.68995633187772	452	0	0	0	816	FALSE
GCA_050473905.1	Bacteraemia	xpt	52	CP175056.1	743491	743944	+	99.78	99.56140350877193	454	1	0	0	815	FALSE
GCA_050473905.1	Bacteraemia	xpt	72	CP175056.1	743491	743946	+	99.563	100	458	0	2	0	815	FALSE
GCA_050473905.1	Bacteraemia	yqiL	5	CP175056.1	1591500	1591935	-	100	100	436	0	0	0	787	TRUE
GCA_050473905.1	Bacteraemia	yqiL	3	CP175056.1	1591500	1591935	-	99.771	100	436	1	0	0	783	FALSE
GCA_050473905.1	Bacteraemia	yqiL	4	CP175056.1	1591500	1591935	-	99.771	100	436	1	0	0	783	FALSE
GCA_050473905.1	Bacteraemia	yqiL	43	CP175056.1	1591500	1591935	-	99.771	100	436	1	0	0	783	FALSE
GCA_050473905.1	Bacteraemia	yqiL	47	CP175056.1	1591500	1591935	-	99.771	100	436	1	0	0	783	FALSE
GCA_050473905.1	Bacteraemia	yqiL	63	CP175056.1	1591500	1591935	-	99.771	100	436	1	0	0	783	FALSE
GCA_050473905.1	Bacteraemia	yqiL	71	CP175056.1	1591500	1591935	-	99.771	100	436	1	0	0	783	FALSE
GCA_050473905.1	Bacteraemia	yqiL	75	CP175056.1	1591500	1591935	-	99.771	100	436	1	0	0	783	FALSE
GCA_050473905.1	Bacteraemia	yqiL	81	CP175056.1	1591500	1591935	-	99.771	100	436	1	0	0	783	FALSE
GCA_050473905.1	Bacteraemia	yqiL	86	CP175056.1	1591500	1591935	-	99.771	100	436	1	0	0	783	FALSE
GCA_050473905.1	Bacteraemia	yqiL	96	CP175056.1	1591500	1591935	-	99.771	100	436	1	0	0	783	FALSE
GCA_050473905.1	Bacteraemia	yqiL	110	CP175056.1	1591500	1591935	-	99.771	100	436	1	0	0	783	FALSE
GCA_050473905.1	Bacteraemia	yqiL	122	CP175056.1	1591500	1591935	-	99.771	100	436	1	0	0	783	FALSE
GCA_050473905.1	Bacteraemia	yqiL	8	CP175056.1	1591500	1591935	-	99.541	100	436	2	0	0	778	FALSE
GCA_050473905.1	Bacteraemia	yqiL	13	CP175056.1	1591500	1591935	-	99.541	100	436	2	0	0	778	FALSE
GCA_050473905.1	Bacteraemia	yqiL	25	CP175056.1	1591500	1591935	-	99.541	100	436	2	0	0	778	FALSE
GCA_050473905.1	Bacteraemia	yqiL	36	CP175056.1	1591500	1591935	-	99.541	100	436	2	0	0	778	FALSE
GCA_050473905.1	Bacteraemia	yqiL	62	CP175056.1	1591500	1591935	-	99.541	100	436	2	0	0	778	FALSE
GCA_050473905.1	Bacteraemia	yqiL	70	CP175056.1	1591500	1591935	-	99.541	100	436	2	0	0	778	FALSE
GCA_050473905.1	Bacteraemia	yqiL	78	CP175056.1	1591500	1591935	-	99.541	100	436	2	0	0	778	FALSE
GCA_050473905.1	Bacteraemia	yqiL	85	CP175056.1	1591500	1591935	-	99.541	100	436	2	0	0	778	FALSE
GCA_050474485.1	Bacteraemia	gdh	8	CP175046.1	849088	849617	-	100	100	530	0	0	0	957	TRUE
GCA_050474485.1	Bacteraemia	gdh	131	CP175046.1	849088	849617	-	99.811	100	530	1	0	0	952	FALSE
GCA_050474485.1	Bacteraemia	gdh	12	CP175046.1	849088	849617	-	99.623	100	530	2	0	0	948	FALSE
GCA_050474485.1	Bacteraemia	gdh	51	CP175046.1	849088	849617	-	99.623	100	530	2	0	0	948	FALSE
GCA_050474485.1	Bacteraemia	gdh	108	CP175046.1	849088	849617	-	99.623	100	530	2	0	0	948	FALSE
GCA_050474485.1	Bacteraemia	gdh	1	CP175046.1	849088	849617	-	99.434	100	530	3	0	0	943	FALSE
GCA_050474485.1	Bacteraemia	gdh	2	CP175046.1	849088	849617	-	99.434	100	530	3	0	0	943	FALSE
GCA_050474485.1	Bacteraemia	gdh	10	CP175046.1	849088	849617	-	99.434	100	530	3	0	0	943	FALSE
GCA_050474485.1	Bacteraemia	gdh	14	CP175046.1	849088	849617	-	99.434	100	530	3	0	0	943	FALSE
GCA_050474485.1	Bacteraemia	gdh	17	CP175046.1	849088	849617	-	99.434	100	530	3	0	0	943	FALSE
GCA_050474485.1	Bacteraemia	gdh	18	CP175046.1	849088	849617	-	99.434	100	530	3	0	0	943	FALSE
GCA_050474485.1	Bacteraemia	gdh	49	CP175046.1	849088	849617	-	99.434	100	530	3	0	0	943	FALSE
GCA_050474485.1	Bacteraemia	gdh	114	CP175046.1	849088	849617	-	99.434	100	530	3	0	0	943	FALSE
GCA_050474485.1	Bacteraemia	gdh	145	CP175046.1	849088	849617	-	99.434	100	530	3	0	0	943	FALSE
GCA_050474485.1	Bacteraemia	gdh	4	CP175046.1	849088	849617	-	99.245	100	530	4	0	0	939	FALSE
GCA_050474485.1	Bacteraemia	gdh	6	CP175046.1	849088	849617	-	99.245	100	530	4	0	0	939	FALSE
GCA_050474485.1	Bacteraemia	gdh	9	CP175046.1	849088	849617	-	99.245	100	530	4	0	0	939	FALSE
GCA_050474485.1	Bacteraemia	gdh	13	CP175046.1	849088	849617	-	99.245	100	530	4	0	0	939	FALSE
GCA_050474485.1	Bacteraemia	gdh	15	CP175046.1	849088	849617	-	99.245	100	530	4	0	0	939	FALSE
GCA_050474485.1	Bacteraemia	gdh	19	CP175046.1	849088	849617	-	99.245	100	530	4	0	0	939	FALSE
GCA_050474485.1	Bacteraemia	gdh	21	CP175046.1	849088	849617	-	99.245	100	530	4	0	0	939	FALSE
GCA_050474485.1	Bacteraemia	gyd	7	CP175046.1	1708272	1708666	-	100	100	395	0	0	0	713	TRUE
GCA_050474485.1	Bacteraemia	gyd	5	CP175046.1	1708272	1708666	-	99.747	100	395	1	0	0	709	FALSE
GCA_050474485.1	Bacteraemia	gyd	20	CP175046.1	1708272	1708666	-	99.747	100	395	1	0	0	709	FALSE
GCA_050474485.1	Bacteraemia	gyd	25	CP175046.1	1708272	1708666	-	99.747	100	395	1	0	0	709	FALSE
GCA_050474485.1	Bacteraemia	gyd	30	CP175046.1	1708272	1708666	-	99.747	100	395	1	0	0	709	FALSE
GCA_050474485.1	Bacteraemia	gyd	32	CP175046.1	1708272	1708666	-	99.747	100	395	1	0	0	709	FALSE
GCA_050474485.1	Bacteraemia	gyd	34	CP175046.1	1708272	1708666	-	99.747	100	395	1	0	0	709	FALSE
GCA_050474485.1	Bacteraemia	gyd	42	CP175046.1	1708272	1708666	-	99.747	100	395	1	0	0	709	FALSE
GCA_050474485.1	Bacteraemia	gyd	45	CP175046.1	1708272	1708666	-	99.747	100	395	1	0	0	709	FALSE
